Contest,Ballot Item ID,Precinct,Candidate/Choice,Party,Total Votes,Election Day,AV Counting Boards,Early Voting
Midland County School Resource Officer Renewal and Increase Proposal,01000000-5ca2-fec1-e5a3-08dedc55e1d8,"City of Midland, Ward 2, Precinct 3",Yes,,526,150,354,22
Midland County School Resource Officer Renewal and Increase Proposal,01000000-5ca2-fec1-e5a3-08dedc55e1d8,"City of Midland, Ward 2, Precinct 3",No,,303,115,168,20
Midland County School Resource Officer Renewal and Increase Proposal,01000000-5ca2-fec1-e5a3-08dedc55e1d8,"City of Midland, Ward 2, Precinct 4",Yes,,829,274,500,55
Midland County School Resource Officer Renewal and Increase Proposal,01000000-5ca2-fec1-e5a3-08dedc55e1d8,"City of Midland, Ward 2, Precinct 4",No,,339,150,183,6
Midland County School Resource Officer Renewal and Increase Proposal,01000000-5ca2-fec1-e5a3-08dedc55e1d8,"City of Midland, Ward 3, Precinct 5",Yes,,685,245,404,36
Midland County School Resource Officer Renewal and Increase Proposal,01000000-5ca2-fec1-e5a3-08dedc55e1d8,"City of Midland, Ward 3, Precinct 5",No,,345,151,182,12
Midland County School Resource Officer Renewal and Increase Proposal,01000000-5ca2-fec1-e5a3-08dedc55e1d8,"City of Midland, Ward 3, Precinct 6",Yes,,875,280,555,40
Midland County School Resource Officer Renewal and Increase Proposal,01000000-5ca2-fec1-e5a3-08dedc55e1d8,"City of Midland, Ward 3, Precinct 6",No,,402,172,220,10
Midland County School Resource Officer Renewal and Increase Proposal,01000000-5ca2-fec1-e5a3-08dedc55e1d8,"City of Midland, Ward 4, Precinct 7",Yes,,880,279,573,28
Midland County School Resource Officer Renewal and Increase Proposal,01000000-5ca2-fec1-e5a3-08dedc55e1d8,"City of Midland, Ward 4, Precinct 7",No,,372,137,221,14
Midland County School Resource Officer Renewal and Increase Proposal,01000000-5ca2-fec1-e5a3-08dedc55e1d8,"City of Midland, Ward 4, Precinct 8",Yes,,870,286,548,36
Midland County School Resource Officer Renewal and Increase Proposal,01000000-5ca2-fec1-e5a3-08dedc55e1d8,"City of Midland, Ward 4, Precinct 8",No,,363,142,199,22
Midland County School Resource Officer Renewal and Increase Proposal,01000000-5ca2-fec1-e5a3-08dedc55e1d8,"City of Midland, Ward 5, Precinct 9",Yes,,804,287,488,29
Midland County School Resource Officer Renewal and Increase Proposal,01000000-5ca2-fec1-e5a3-08dedc55e1d8,"City of Midland, Ward 5, Precinct 9",No,,332,153,176,3
Midland County School Resource Officer Renewal and Increase Proposal,01000000-5ca2-fec1-e5a3-08dedc55e1d8,"City of Midland, Ward 5, Precinct 10",Yes,,908,338,522,48
Midland County School Resource Officer Renewal and Increase Proposal,01000000-5ca2-fec1-e5a3-08dedc55e1d8,"City of Midland, Ward 5, Precinct 10",No,,362,141,210,11
Midland County School Resource Officer Renewal and Increase Proposal,01000000-5ca2-fec1-e5a3-08dedc55e1d8,"Edenville Township, Precinct 1",Yes,,367,361,0,6
Midland County School Resource Officer Renewal and Increase Proposal,01000000-5ca2-fec1-e5a3-08dedc55e1d8,"Edenville Township, Precinct 1",No,,301,297,0,4
Midland County School Resource Officer Renewal and Increase Proposal,01000000-5ca2-fec1-e5a3-08dedc55e1d8,"Geneva Township, Precinct 1",Yes,,153,152,0,1
Midland County School Resource Officer Renewal and Increase Proposal,01000000-5ca2-fec1-e5a3-08dedc55e1d8,"Geneva Township, Precinct 1",No,,133,132,0,1
Midland County School Resource Officer Renewal and Increase Proposal,01000000-5ca2-fec1-e5a3-08dedc55e1d8,"Greendale Township, Precinct 1",Yes,,189,180,0,9
Midland County School Resource Officer Renewal and Increase Proposal,01000000-5ca2-fec1-e5a3-08dedc55e1d8,"Greendale Township, Precinct 1",No,,166,165,0,1
Midland County School Resource Officer Renewal and Increase Proposal,01000000-5ca2-fec1-e5a3-08dedc55e1d8,"Homer Township, Precinct 1",Yes,,206,205,0,1
Midland County School Resource Officer Renewal and Increase Proposal,01000000-5ca2-fec1-e5a3-08dedc55e1d8,"Homer Township, Precinct 1",No,,109,106,0,3
Midland County School Resource Officer Renewal and Increase Proposal,01000000-5ca2-fec1-e5a3-08dedc55e1d8,"Homer Township, Precinct 2",Yes,,186,184,0,2
Midland County School Resource Officer Renewal and Increase Proposal,01000000-5ca2-fec1-e5a3-08dedc55e1d8,"Homer Township, Precinct 2",No,,114,111,0,3
Midland County School Resource Officer Renewal and Increase Proposal,01000000-5ca2-fec1-e5a3-08dedc55e1d8,"Homer Township, Precinct 3",Yes,,257,241,0,16
Midland County School Resource Officer Renewal and Increase Proposal,01000000-5ca2-fec1-e5a3-08dedc55e1d8,"Homer Township, Precinct 3",No,,153,152,0,1
Midland County School Resource Officer Renewal and Increase Proposal,01000000-5ca2-fec1-e5a3-08dedc55e1d8,"Hope Township, Precinct 1",Yes,,210,202,0,8
Midland County School Resource Officer Renewal and Increase Proposal,01000000-5ca2-fec1-e5a3-08dedc55e1d8,"Hope Township, Precinct 1",No,,173,173,0,0
Midland County School Resource Officer Renewal and Increase Proposal,01000000-5ca2-fec1-e5a3-08dedc55e1d8,"Ingersoll Township, Precinct 1",Yes,,238,233,0,5
Midland County School Resource Officer Renewal and Increase Proposal,01000000-5ca2-fec1-e5a3-08dedc55e1d8,"Ingersoll Township, Precinct 1",No,,147,144,0,3
Midland County School Resource Officer Renewal and Increase Proposal,01000000-5ca2-fec1-e5a3-08dedc55e1d8,"Ingersoll Township, Precinct 2",Yes,,138,135,0,3
Midland County School Resource Officer Renewal and Increase Proposal,01000000-5ca2-fec1-e5a3-08dedc55e1d8,"Ingersoll Township, Precinct 2",No,,132,131,0,1
Midland County School Resource Officer Renewal and Increase Proposal,01000000-5ca2-fec1-e5a3-08dedc55e1d8,"Jasper Township, Precinct 1",Yes,,121,121,0,0
Midland County School Resource Officer Renewal and Increase Proposal,01000000-5ca2-fec1-e5a3-08dedc55e1d8,"Jasper Township, Precinct 1",No,,104,104,0,0
Midland County School Resource Officer Renewal and Increase Proposal,01000000-5ca2-fec1-e5a3-08dedc55e1d8,"Jerome Township, Precinct 1",Yes,,396,126,259,11
Midland County School Resource Officer Renewal and Increase Proposal,01000000-5ca2-fec1-e5a3-08dedc55e1d8,"Jerome Township, Precinct 1",No,,239,74,160,5
Midland County School Resource Officer Renewal and Increase Proposal,01000000-5ca2-fec1-e5a3-08dedc55e1d8,"Jerome Township, Precinct 2",Yes,,347,129,206,12
Midland County School Resource Officer Renewal and Increase Proposal,01000000-5ca2-fec1-e5a3-08dedc55e1d8,"Jerome Township, Precinct 2",No,,231,91,135,5
Midland County School Resource Officer Renewal and Increase Proposal,01000000-5ca2-fec1-e5a3-08dedc55e1d8,"Larkin Township, Precinct 1",Yes,,466,211,239,16
Midland County School Resource Officer Renewal and Increase Proposal,01000000-5ca2-fec1-e5a3-08dedc55e1d8,"Larkin Township, Precinct 1",No,,281,129,144,8
Midland County School Resource Officer Renewal and Increase Proposal,01000000-5ca2-fec1-e5a3-08dedc55e1d8,"Larkin Township, Precinct 2",Yes,,644,282,335,27
Midland County School Resource Officer Renewal and Increase Proposal,01000000-5ca2-fec1-e5a3-08dedc55e1d8,"Larkin Township, Precinct 2",No,,331,161,156,14
Midland County School Resource Officer Renewal and Increase Proposal,01000000-5ca2-fec1-e5a3-08dedc55e1d8,"Lee Township, Precinct 1",Yes,,215,208,0,7
Midland County School Resource Officer Renewal and Increase Proposal,01000000-5ca2-fec1-e5a3-08dedc55e1d8,"Lee Township, Precinct 1",No,,178,176,0,2
Midland County School Resource Officer Renewal and Increase Proposal,01000000-5ca2-fec1-e5a3-08dedc55e1d8,"Lee Township, Precinct 2",Yes,,187,179,0,8
Midland County School Resource Officer Renewal and Increase Proposal,01000000-5ca2-fec1-e5a3-08dedc55e1d8,"Lee Township, Precinct 2",No,,185,182,0,3
Midland County School Resource Officer Renewal and Increase Proposal,01000000-5ca2-fec1-e5a3-08dedc55e1d8,"Lincoln Township, Precinct 1",Yes,,442,427,0,15
Midland County School Resource Officer Renewal and Increase Proposal,01000000-5ca2-fec1-e5a3-08dedc55e1d8,"Lincoln Township, Precinct 1",No,,286,277,0,9
Midland County School Resource Officer Renewal and Increase Proposal,01000000-5ca2-fec1-e5a3-08dedc55e1d8,"Midland Township, Precinct 1",Yes,,374,364,0,10
Midland County School Resource Officer Renewal and Increase Proposal,01000000-5ca2-fec1-e5a3-08dedc55e1d8,"Midland Township, Precinct 1",No,,146,142,0,4
Midland County School Resource Officer Renewal and Increase Proposal,01000000-5ca2-fec1-e5a3-08dedc55e1d8,"Mills Township, Precinct 1",Yes,,256,245,0,11
Midland County School Resource Officer Renewal and Increase Proposal,01000000-5ca2-fec1-e5a3-08dedc55e1d8,"Mills Township, Precinct 1",No,,209,206,0,3
Midland County School Resource Officer Renewal and Increase Proposal,01000000-5ca2-fec1-e5a3-08dedc55e1d8,"Mt. Haley Township, Precinct 1",Yes,,248,234,0,14
Midland County School Resource Officer Renewal and Increase Proposal,01000000-5ca2-fec1-e5a3-08dedc55e1d8,"Mt. Haley Township, Precinct 1",No,,157,150,0,7
Midland County School Resource Officer Renewal and Increase Proposal,01000000-5ca2-fec1-e5a3-08dedc55e1d8,"Porter Township, Precinct 1",Yes,,120,118,0,2
Midland County School Resource Officer Renewal and Increase Proposal,01000000-5ca2-fec1-e5a3-08dedc55e1d8,"Porter Township, Precinct 1",No,,137,135,0,2
Midland County School Resource Officer Renewal and Increase Proposal,01000000-5ca2-fec1-e5a3-08dedc55e1d8,"Warren Township, Precinct 1",Yes,,255,252,0,3
Midland County School Resource Officer Renewal and Increase Proposal,01000000-5ca2-fec1-e5a3-08dedc55e1d8,"Warren Township, Precinct 1",No,,195,194,0,1
"Delegate to County Convention for Homer Township, Precinct 2 (REP)",01000000-5ca2-fec1-d77e-08dedc55e1d8,"Homer Township, Precinct 2",Caleb J. Hortop,Republican,102,102,0,0
"Delegate to County Convention for Homer Township, Precinct 2 (REP)",01000000-5ca2-fec1-d77e-08dedc55e1d8,"Homer Township, Precinct 2",Lindsay N. Hortop,Republican,88,87,0,1
"Delegate to County Convention for Homer Township, Precinct 2 (REP)",01000000-5ca2-fec1-d77e-08dedc55e1d8,"Homer Township, Precinct 2",Marilyn Klingbeil,Republican,100,100,0,0
"Delegate to County Convention for Homer Township, Precinct 2 (REP)",01000000-5ca2-fec1-d77e-08dedc55e1d8,"Homer Township, Precinct 2",Write-in,Republican,0,0,0,0
"Delegate to County Convention for Ingersoll Township, Precinct 1 (REP)",01000000-5ca2-fec1-d97f-08dedc55e1d8,"Ingersoll Township, Precinct 1",Bob Dvorak,Republican,125,121,0,4
"Delegate to County Convention for Ingersoll Township, Precinct 1 (REP)",01000000-5ca2-fec1-d97f-08dedc55e1d8,"Ingersoll Township, Precinct 1",Valerie A. Dvorak,Republican,115,111,0,4
"Delegate to County Convention for Ingersoll Township, Precinct 1 (REP)",01000000-5ca2-fec1-d97f-08dedc55e1d8,"Ingersoll Township, Precinct 1",Charles W. Tabb,Republican,127,124,0,3
"Delegate to County Convention for Ingersoll Township, Precinct 1 (REP)",01000000-5ca2-fec1-d97f-08dedc55e1d8,"Ingersoll Township, Precinct 1",MaryAnn Tabb,Republican,122,119,0,3
"Delegate to County Convention for Ingersoll Township, Precinct 1 (REP)",01000000-5ca2-fec1-d97f-08dedc55e1d8,"Ingersoll Township, Precinct 1",Write-in,Republican,8,8,0,0
"Delegate to County Convention for City of Midland, Ward 4, Precinct 8 (DEM)",01000000-5ca2-fec1-b65d-08dedc55e1d8,"City of Midland, Ward 4, Precinct 8",Juanita Rivera,Democrat,547,174,354,19
"Delegate to County Convention for City of Midland, Ward 4, Precinct 8 (DEM)",01000000-5ca2-fec1-b65d-08dedc55e1d8,"City of Midland, Ward 4, Precinct 8",Linda Siemsen,Democrat,480,132,333,15
"Delegate to County Convention for City of Midland, Ward 4, Precinct 8 (DEM)",01000000-5ca2-fec1-b65d-08dedc55e1d8,"City of Midland, Ward 4, Precinct 8",Write-in,Democrat,2,2,0,0
Township Clerk Partial Term Ending 11/20/2028 for Edenville Township (DEM),01000000-5ca2-fec1-ab0c-08dedc55e1d8,"Edenville Township, Precinct 1",Kimberlea Hauser,Democrat,216,210,0,6
Township Clerk Partial Term Ending 11/20/2028 for Edenville Township (DEM),01000000-5ca2-fec1-ab0c-08dedc55e1d8,"Edenville Township, Precinct 1",Write-in,Democrat,2,2,0,0
"Delegate to County Convention for City of Midland, Ward 2, Precinct 4 (REP)",01000000-5ca2-fec1-cc82-08dedc55e1d8,"City of Midland, Ward 2, Precinct 4",Elisa Andrick,Republican,188,84,91,13
"Delegate to County Convention for City of Midland, Ward 2, Precinct 4 (REP)",01000000-5ca2-fec1-cc82-08dedc55e1d8,"City of Midland, Ward 2, Precinct 4",Joan M. Herbert,Republican,188,85,90,13
"Delegate to County Convention for City of Midland, Ward 2, Precinct 4 (REP)",01000000-5ca2-fec1-cc82-08dedc55e1d8,"City of Midland, Ward 2, Precinct 4",Jake Maloney,Republican,218,101,104,13
"Delegate to County Convention for City of Midland, Ward 2, Precinct 4 (REP)",01000000-5ca2-fec1-cc82-08dedc55e1d8,"City of Midland, Ward 2, Precinct 4",Jamie M. Meister,Republican,183,80,90,13
"Delegate to County Convention for City of Midland, Ward 2, Precinct 4 (REP)",01000000-5ca2-fec1-cc82-08dedc55e1d8,"City of Midland, Ward 2, Precinct 4",Judith Ann Rapanos,Republican,236,101,120,15
"Delegate to County Convention for City of Midland, Ward 2, Precinct 4 (REP)",01000000-5ca2-fec1-cc82-08dedc55e1d8,"City of Midland, Ward 2, Precinct 4",Write-in,Republican,2,2,0,0
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"City of Coleman, Precinct 1",Abdul El-Sayed,Democrat,56,53,0,3
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"City of Coleman, Precinct 1",Mallory McMorrow,Democrat,4,4,0,0
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"City of Coleman, Precinct 1",Haley Stevens,Democrat,44,43,0,1
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"City of Coleman, Precinct 1",Write-in,Democrat,0,0,0,0
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"City of Midland, Ward 1, Precinct 1",Abdul El-Sayed,Democrat,295,144,130,21
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"City of Midland, Ward 1, Precinct 1",Mallory McMorrow,Democrat,37,7,30,0
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"City of Midland, Ward 1, Precinct 1",Haley Stevens,Democrat,266,56,205,5
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"City of Midland, Ward 1, Precinct 1",Write-in,Democrat,0,0,0,0
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"City of Midland, Ward 1, Precinct 2",Abdul El-Sayed,Democrat,250,113,107,30
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"City of Midland, Ward 1, Precinct 2",Mallory McMorrow,Democrat,22,4,18,0
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"City of Midland, Ward 1, Precinct 2",Haley Stevens,Democrat,194,41,146,7
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"City of Midland, Ward 1, Precinct 2",Write-in,Democrat,0,0,0,0
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"City of Midland, Ward 2, Precinct 3",Abdul El-Sayed,Democrat,295,118,154,23
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"City of Midland, Ward 2, Precinct 3",Mallory McMorrow,Democrat,39,5,33,1
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"City of Midland, Ward 2, Precinct 3",Haley Stevens,Democrat,217,40,171,6
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"City of Midland, Ward 2, Precinct 3",Write-in,Democrat,0,0,0,0
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"City of Midland, Ward 2, Precinct 4",Abdul El-Sayed,Democrat,415,168,221,26
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"City of Midland, Ward 2, Precinct 4",Mallory McMorrow,Democrat,28,4,24,0
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"City of Midland, Ward 2, Precinct 4",Haley Stevens,Democrat,365,90,255,20
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"City of Midland, Ward 2, Precinct 4",Write-in,Democrat,2,2,0,0
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"City of Midland, Ward 3, Precinct 5",Abdul El-Sayed,Democrat,297,131,141,25
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"City of Midland, Ward 3, Precinct 5",Mallory McMorrow,Democrat,14,1,13,0
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"City of Midland, Ward 3, Precinct 5",Haley Stevens,Democrat,324,79,230,15
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"City of Midland, Ward 3, Precinct 5",Write-in,Democrat,0,0,0,0
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"City of Midland, Ward 3, Precinct 6",Abdul El-Sayed,Democrat,433,178,240,15
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"City of Midland, Ward 3, Precinct 6",Mallory McMorrow,Democrat,38,5,32,1
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"City of Midland, Ward 3, Precinct 6",Haley Stevens,Democrat,313,65,244,4
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"City of Midland, Ward 3, Precinct 6",Write-in,Democrat,0,0,0,0
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"City of Midland, Ward 4, Precinct 7",Abdul El-Sayed,Democrat,380,159,204,17
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"City of Midland, Ward 4, Precinct 7",Mallory McMorrow,Democrat,32,9,22,1
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"City of Midland, Ward 4, Precinct 7",Haley Stevens,Democrat,392,70,303,19
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"City of Midland, Ward 4, Precinct 7",Write-in,Democrat,0,0,0,0
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"City of Midland, Ward 4, Precinct 8",Abdul El-Sayed,Democrat,426,179,226,21
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"City of Midland, Ward 4, Precinct 8",Mallory McMorrow,Democrat,28,5,23,0
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"City of Midland, Ward 4, Precinct 8",Haley Stevens,Democrat,365,70,280,15
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"City of Midland, Ward 4, Precinct 8",Write-in,Democrat,0,0,0,0
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"City of Midland, Ward 5, Precinct 9",Abdul El-Sayed,Democrat,421,191,216,14
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"City of Midland, Ward 5, Precinct 9",Mallory McMorrow,Democrat,38,8,29,1
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"City of Midland, Ward 5, Precinct 9",Haley Stevens,Democrat,355,71,272,12
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"City of Midland, Ward 5, Precinct 9",Write-in,Democrat,0,0,0,0
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"City of Midland, Ward 5, Precinct 10",Abdul El-Sayed,Democrat,407,176,207,24
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"City of Midland, Ward 5, Precinct 10",Mallory McMorrow,Democrat,46,5,38,3
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"City of Midland, Ward 5, Precinct 10",Haley Stevens,Democrat,386,109,263,14
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"City of Midland, Ward 5, Precinct 10",Write-in,Democrat,1,1,0,0
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"Edenville Township, Precinct 1",Abdul El-Sayed,Democrat,86,80,0,6
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"Edenville Township, Precinct 1",Mallory McMorrow,Democrat,12,12,0,0
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"Edenville Township, Precinct 1",Haley Stevens,Democrat,169,167,0,2
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"Edenville Township, Precinct 1",Write-in,Democrat,0,0,0,0
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"Geneva Township, Precinct 1",Abdul El-Sayed,Democrat,47,47,0,0
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"Geneva Township, Precinct 1",Mallory McMorrow,Democrat,8,8,0,0
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"Geneva Township, Precinct 1",Haley Stevens,Democrat,66,66,0,0
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"Geneva Township, Precinct 1",Write-in,Democrat,0,0,0,0
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"Greendale Township, Precinct 1",Abdul El-Sayed,Democrat,67,67,0,0
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"Greendale Township, Precinct 1",Mallory McMorrow,Democrat,2,2,0,0
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"Greendale Township, Precinct 1",Haley Stevens,Democrat,60,59,0,1
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"Greendale Township, Precinct 1",Write-in,Democrat,0,0,0,0
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"Homer Township, Precinct 1",Abdul El-Sayed,Democrat,74,72,0,2
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"Homer Township, Precinct 1",Mallory McMorrow,Democrat,7,7,0,0
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"Homer Township, Precinct 1",Haley Stevens,Democrat,112,110,0,2
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"Homer Township, Precinct 1",Write-in,Democrat,0,0,0,0
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"Homer Township, Precinct 2",Abdul El-Sayed,Democrat,66,66,0,0
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"Homer Township, Precinct 2",Mallory McMorrow,Democrat,4,3,0,1
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"Homer Township, Precinct 2",Haley Stevens,Democrat,65,63,0,2
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"Homer Township, Precinct 2",Write-in,Democrat,0,0,0,0
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"Homer Township, Precinct 3",Abdul El-Sayed,Democrat,91,84,0,7
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"Homer Township, Precinct 3",Mallory McMorrow,Democrat,11,11,0,0
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"Homer Township, Precinct 3",Haley Stevens,Democrat,125,120,0,5
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"Homer Township, Precinct 3",Write-in,Democrat,1,1,0,0
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"Hope Township, Precinct 1",Abdul El-Sayed,Democrat,54,54,0,0
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"Hope Township, Precinct 1",Mallory McMorrow,Democrat,3,3,0,0
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"Hope Township, Precinct 1",Haley Stevens,Democrat,81,81,0,0
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"Hope Township, Precinct 1",Write-in,Democrat,0,0,0,0
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"Ingersoll Township, Precinct 1",Abdul El-Sayed,Democrat,66,66,0,0
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"Ingersoll Township, Precinct 1",Mallory McMorrow,Democrat,12,12,0,0
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"Ingersoll Township, Precinct 1",Haley Stevens,Democrat,104,101,0,3
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"Ingersoll Township, Precinct 1",Write-in,Democrat,2,2,0,0
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"Ingersoll Township, Precinct 2",Abdul El-Sayed,Democrat,49,48,0,1
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"Ingersoll Township, Precinct 2",Mallory McMorrow,Democrat,8,8,0,0
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"Ingersoll Township, Precinct 2",Haley Stevens,Democrat,66,64,0,2
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"Ingersoll Township, Precinct 2",Write-in,Democrat,1,1,0,0
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"Jasper Township, Precinct 1",Abdul El-Sayed,Democrat,23,23,0,0
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"Jasper Township, Precinct 1",Mallory McMorrow,Democrat,3,3,0,0
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"Jasper Township, Precinct 1",Haley Stevens,Democrat,63,63,0,0
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"Jasper Township, Precinct 1",Write-in,Democrat,0,0,0,0
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"Jerome Township, Precinct 1",Abdul El-Sayed,Democrat,133,47,79,7
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"Jerome Township, Precinct 1",Mallory McMorrow,Democrat,18,4,14,0
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"Jerome Township, Precinct 1",Haley Stevens,Democrat,163,23,139,1
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"Jerome Township, Precinct 1",Write-in,Democrat,0,0,0,0
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"Jerome Township, Precinct 2",Abdul El-Sayed,Democrat,79,33,41,5
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"Jerome Township, Precinct 2",Mallory McMorrow,Democrat,17,3,14,0
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"Jerome Township, Precinct 2",Haley Stevens,Democrat,149,28,116,5
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"Jerome Township, Precinct 2",Write-in,Democrat,0,0,0,0
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"Larkin Township, Precinct 1",Abdul El-Sayed,Democrat,140,57,81,2
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"Larkin Township, Precinct 1",Mallory McMorrow,Democrat,9,2,7,0
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"Larkin Township, Precinct 1",Haley Stevens,Democrat,127,40,79,8
