Contest,Ballot Item ID,Precinct,Candidate/Choice,Party,Total Votes
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 3,Tim Kelly,Republican,33
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 3,Christian Velasquez,Republican,50
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 3,Write-In,Republican,3
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 4A,Martin Blank,Republican,19
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 4A,Annette Glenn,Republican,62
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 4A,Tim Kelly,Republican,10
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 4A,Christian Velasquez,Republican,28
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 4A,Write-In,Republican,0
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 4B,Martin Blank,Republican,1
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 4B,Annette Glenn,Republican,12
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 4B,Tim Kelly,Republican,2
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 4B,Christian Velasquez,Republican,2
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 4B,Write-In,Republican,0
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 5,Martin Blank,Republican,17
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 5,Annette Glenn,Republican,93
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 5,Tim Kelly,Republican,23
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 5,Christian Velasquez,Republican,63
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 5,Write-In,Republican,0
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 6,Martin Blank,Republican,28
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 6,Annette Glenn,Republican,109
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 6,Tim Kelly,Republican,23
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 6,Christian Velasquez,Republican,67
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 6,Write-In,Republican,1
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 7,Martin Blank,Republican,57
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 7,Annette Glenn,Republican,225
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 7,Tim Kelly,Republican,37
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 7,Christian Velasquez,Republican,232
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 7,Write-In,Republican,2
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 8,Martin Blank,Republican,41
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 8,Annette Glenn,Republican,139
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 8,Tim Kelly,Republican,29
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 8,Christian Velasquez,Republican,61
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 8,Write-In,Republican,1
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 9,Martin Blank,Republican,41
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 9,Annette Glenn,Republican,205
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 9,Tim Kelly,Republican,29
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 9,Christian Velasquez,Republican,152
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 9,Write-In,Republican,0
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 10,Martin Blank,Republican,47
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 10,Annette Glenn,Republican,270
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 10,Tim Kelly,Republican,34
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 10,Christian Velasquez,Republican,146
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 10,Write-In,Republican,4
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 11,Martin Blank,Republican,77
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 11,Annette Glenn,Republican,259
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 11,Tim Kelly,Republican,29
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 11,Christian Velasquez,Republican,220
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 11,Write-In,Republican,3
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 12,Martin Blank,Republican,15
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 12,Annette Glenn,Republican,78
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 12,Tim Kelly,Republican,16
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 12,Christian Velasquez,Republican,41
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 12,Write-In,Republican,0
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 13,Martin Blank,Republican,59
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 13,Annette Glenn,Republican,228
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 13,Tim Kelly,Republican,31
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 13,Christian Velasquez,Republican,152
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 13,Write-In,Republican,4
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 14,Martin Blank,Republican,38
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 14,Annette Glenn,Republican,212
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 14,Tim Kelly,Republican,31
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 14,Christian Velasquez,Republican,150
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 14,Write-In,Republican,2
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 15,Martin Blank,Republican,51
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 15,Annette Glenn,Republican,248
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 15,Tim Kelly,Republican,23
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 15,Christian Velasquez,Republican,177
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 15,Write-In,Republican,2
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 16,Martin Blank,Republican,34
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 16,Annette Glenn,Republican,133
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 16,Tim Kelly,Republican,20
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 16,Christian Velasquez,Republican,79
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 16,Write-In,Republican,0
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 17,Martin Blank,Republican,40
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 17,Annette Glenn,Republican,180
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 17,Tim Kelly,Republican,29
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 17,Christian Velasquez,Republican,124
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 17,Write-In,Republican,2
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 18,Martin Blank,Republican,36
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 18,Annette Glenn,Republican,207
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 18,Tim Kelly,Republican,40
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 18,Christian Velasquez,Republican,139
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 18,Write-In,Republican,1
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 19,Martin Blank,Republican,44
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 19,Annette Glenn,Republican,223
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 19,Tim Kelly,Republican,32
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 19,Christian Velasquez,Republican,122
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 19,Write-In,Republican,0
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,Homer Township Precinct 1,Martin Blank,Republican,39
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,Homer Township Precinct 1,Annette Glenn,Republican,137
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,Homer Township Precinct 1,Tim Kelly,Republican,24
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,Homer Township Precinct 1,Christian Velasquez,Republican,45
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,Homer Township Precinct 1,Write-In,Republican,0
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,Homer Township Precinct 2,Martin Blank,Republican,27
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,Homer Township Precinct 2,Annette Glenn,Republican,160
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,Homer Township Precinct 2,Tim Kelly,Republican,25
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,Homer Township Precinct 2,Christian Velasquez,Republican,42
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,Homer Township Precinct 2,Write-In,Republican,0
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,Homer Township Precinct 3,Martin Blank,Republican,40
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,Homer Township Precinct 3,Annette Glenn,Republican,185
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,Homer Township Precinct 3,Tim Kelly,Republican,36
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,Homer Township Precinct 3,Christian Velasquez,Republican,78
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,Homer Township Precinct 3,Write-In,Republican,0
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,Ingersoll Township Precinct 1,Martin Blank,Republican,32
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,Ingersoll Township Precinct 1,Annette Glenn,Republican,151
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,Ingersoll Township Precinct 1,Tim Kelly,Republican,27
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,Ingersoll Township Precinct 1,Christian Velasquez,Republican,65
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,Ingersoll Township Precinct 1,Write-In,Republican,1
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,Ingersoll Township Precinct 2,Martin Blank,Republican,33
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,Ingersoll Township Precinct 2,Annette Glenn,Republican,91
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,Ingersoll Township Precinct 2,Tim Kelly,Republican,27
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,Ingersoll Township Precinct 2,Christian Velasquez,Republican,47
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,Ingersoll Township Precinct 2,Write-In,Republican,1
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,Larkin Township Precinct 1,Martin Blank,Republican,50
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,Larkin Township Precinct 1,Annette Glenn,Republican,240
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,Larkin Township Precinct 1,Tim Kelly,Republican,33
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,Larkin Township Precinct 1,Christian Velasquez,Republican,132
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,Larkin Township Precinct 1,Write-In,Republican,0
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,Larkin Township Precinct 2,Martin Blank,Republican,63
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,Larkin Township Precinct 2,Annette Glenn,Republican,183
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,Larkin Township Precinct 2,Tim Kelly,Republican,19
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,Larkin Township Precinct 2,Christian Velasquez,Republican,124
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,Larkin Township Precinct 2,Write-In,Republican,1
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,Larkin Township Precinct 3,Martin Blank,Republican,32
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,Larkin Township Precinct 3,Annette Glenn,Republican,162
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,Larkin Township Precinct 3,Tim Kelly,Republican,24
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,Larkin Township Precinct 3,Christian Velasquez,Republican,132
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,Larkin Township Precinct 3,Write-In,Republican,2
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,Lincoln Township Precinct 1,Martin Blank,Republican,51
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,Lincoln Township Precinct 1,Annette Glenn,Republican,333
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,Lincoln Township Precinct 1,Tim Kelly,Republican,38
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,Lincoln Township Precinct 1,Christian Velasquez,Republican,118
