Contest,Ballot Item ID,Precinct,Candidate/Choice,Party,Total Votes
Precinct Delegate for City of Midland  Precinct 19 (REP),01000000-263e-b21a-0b13-08dd2376bdd4,City of Midland Precinct 19,Christina Egan,Republican,146
Precinct Delegate for City of Midland  Precinct 19 (REP),01000000-263e-b21a-0b13-08dd2376bdd4,City of Midland Precinct 19,Aaron M. Majorana,Republican,162
Precinct Delegate for City of Midland  Precinct 19 (REP),01000000-263e-b21a-0b13-08dd2376bdd4,City of Midland Precinct 19,Jennifer Majorana,Republican,161
Precinct Delegate for City of Midland  Precinct 19 (REP),01000000-263e-b21a-0b13-08dd2376bdd4,City of Midland Precinct 19,Write-In,Republican,8
Precinct Delegate for Mt. Haley Township  Precinct 1 (DEM),01000000-263e-b21a-fe6f-08dd2376be61,Mt. Haley Township Precinct 1,Connie H. Glave,Democrat,90
Precinct Delegate for Mt. Haley Township  Precinct 1 (DEM),01000000-263e-b21a-fe6f-08dd2376be61,Mt. Haley Township Precinct 1,Write-In,Democrat,0
Township Treasurer for Lee Township (REP),01000000-263e-b21a-534f-08dd2376be43,Lee Township Precinct 1,Heidi Pitt,Republican,282
Township Treasurer for Lee Township (REP),01000000-263e-b21a-534f-08dd2376be43,Lee Township Precinct 1,William H. Stewart,Republican,73
Township Treasurer for Lee Township (REP),01000000-263e-b21a-534f-08dd2376be43,Lee Township Precinct 1,Write-In,Republican,0
Township Treasurer for Lee Township (REP),01000000-263e-b21a-534f-08dd2376be43,Lee Township Precinct 2,Heidi Pitt,Republican,287
Township Treasurer for Lee Township (REP),01000000-263e-b21a-534f-08dd2376be43,Lee Township Precinct 2,William H. Stewart,Republican,51
Township Treasurer for Lee Township (REP),01000000-263e-b21a-534f-08dd2376be43,Lee Township Precinct 2,Write-In,Republican,0
Saginaw ISD Special Education Millage Proposal,01000000-263e-b21a-382e-08dd2376be11,Ingersoll Township Precinct 1,Yes,,0
Saginaw ISD Special Education Millage Proposal,01000000-263e-b21a-382e-08dd2376be11,Ingersoll Township Precinct 1,No,,2
Saginaw ISD Special Education Millage Proposal,01000000-263e-b21a-382e-08dd2376be11,Ingersoll Township Precinct 2,Yes,,45
Saginaw ISD Special Education Millage Proposal,01000000-263e-b21a-382e-08dd2376be11,Ingersoll Township Precinct 2,No,,75
Saginaw ISD Special Education Millage Proposal,01000000-263e-b21a-382e-08dd2376be11,Mt. Haley Township Precinct 1,Yes,,119
Saginaw ISD Special Education Millage Proposal,01000000-263e-b21a-382e-08dd2376be11,Mt. Haley Township Precinct 1,No,,138
Saginaw ISD Special Education Millage Proposal,01000000-263e-b21a-382e-08dd2376be11,Porter Township Precinct 1,Yes,,3
Saginaw ISD Special Education Millage Proposal,01000000-263e-b21a-382e-08dd2376be11,Porter Township Precinct 1,No,,4
Precinct Delegate for Jerome Township  Precinct 1 (DEM),01000000-263e-b21a-0981-08dd2376be23,Jerome Township Precinct 1,Write-In,Democrat,36
Representative in Congress 2nd District (DEM),01000000-263e-b21a-66d6-08dd2376bd2e,City of Coleman Precinct 1,Jerry Hilliard,Democrat,69
Representative in Congress 2nd District (DEM),01000000-263e-b21a-66d6-08dd2376bd2e,City of Coleman Precinct 1,Write-In,Democrat,0
Representative in Congress 2nd District (DEM),01000000-263e-b21a-66d6-08dd2376bd2e,Edenville Township Precinct 1,Jerry Hilliard,Democrat,138
Representative in Congress 2nd District (DEM),01000000-263e-b21a-66d6-08dd2376bd2e,Edenville Township Precinct 1,Write-In,Democrat,1
Representative in Congress 2nd District (DEM),01000000-263e-b21a-66d6-08dd2376bd2e,Geneva Township Precinct 1,Jerry Hilliard,Democrat,77
Representative in Congress 2nd District (DEM),01000000-263e-b21a-66d6-08dd2376bd2e,Geneva Township Precinct 1,Write-In,Democrat,0
Representative in Congress 2nd District (DEM),01000000-263e-b21a-66d6-08dd2376bd2e,Greendale Township Precinct 1,Jerry Hilliard,Democrat,54
Representative in Congress 2nd District (DEM),01000000-263e-b21a-66d6-08dd2376bd2e,Greendale Township Precinct 1,Write-In,Democrat,0
Representative in Congress 2nd District (DEM),01000000-263e-b21a-66d6-08dd2376bd2e,Jasper Township Precinct 1,Jerry Hilliard,Democrat,48
Representative in Congress 2nd District (DEM),01000000-263e-b21a-66d6-08dd2376bd2e,Jasper Township Precinct 1,Write-In,Democrat,0
Representative in Congress 2nd District (DEM),01000000-263e-b21a-66d6-08dd2376bd2e,Warren Township Precinct 1,Jerry Hilliard,Democrat,80
Representative in Congress 2nd District (DEM),01000000-263e-b21a-66d6-08dd2376bd2e,Warren Township Precinct 1,Write-In,Democrat,1
County Commissioner 5th District (DEM),01000000-263e-b21a-116d-08dd2376bd8a,City of Midland Precinct 5,Allison Wilcox,Democrat,64
County Commissioner 5th District (DEM),01000000-263e-b21a-116d-08dd2376bd8a,City of Midland Precinct 5,Write-In,Democrat,0
County Commissioner 5th District (DEM),01000000-263e-b21a-116d-08dd2376bd8a,City of Midland Precinct 6,Allison Wilcox,Democrat,67
County Commissioner 5th District (DEM),01000000-263e-b21a-116d-08dd2376bd8a,City of Midland Precinct 6,Write-In,Democrat,0
County Commissioner 5th District (DEM),01000000-263e-b21a-116d-08dd2376bd8a,City of Midland Precinct 9,Allison Wilcox,Democrat,156
County Commissioner 5th District (DEM),01000000-263e-b21a-116d-08dd2376bd8a,City of Midland Precinct 9,Write-In,Democrat,0
County Commissioner 5th District (DEM),01000000-263e-b21a-116d-08dd2376bd8a,City of Midland Precinct 10,Allison Wilcox,Democrat,174
County Commissioner 5th District (DEM),01000000-263e-b21a-116d-08dd2376bd8a,City of Midland Precinct 10,Write-In,Democrat,0
County Commissioner 5th District (DEM),01000000-263e-b21a-116d-08dd2376bd8a,City of Midland Precinct 11,Allison Wilcox,Democrat,164
County Commissioner 5th District (DEM),01000000-263e-b21a-116d-08dd2376bd8a,City of Midland Precinct 11,Write-In,Democrat,1
Precinct Delegate for Jasper Township  Precinct 1 (DEM),01000000-263e-b21a-19d9-08dd2376be1a,Jasper Township Precinct 1,Kathleen May,Democrat,45
Precinct Delegate for Jasper Township  Precinct 1 (DEM),01000000-263e-b21a-19d9-08dd2376be1a,Jasper Township Precinct 1,Write-In,Democrat,0
Township Trustee for Hope Township (DEM),01000000-263e-b21a-c262-08dd2376be00,Hope Township Precinct 1,Write-In,Democrat,19
County Commissioner 2nd District (REP),01000000-263e-b21a-aea7-08dd2376bdaf,City of Midland Precinct 12,Mark C. Bone,Republican,118
County Commissioner 2nd District (REP),01000000-263e-b21a-aea7-08dd2376bdaf,City of Midland Precinct 12,Write-In,Republican,2
County Commissioner 2nd District (REP),01000000-263e-b21a-aea7-08dd2376bdaf,Hope Township Precinct 1,Mark C. Bone,Republican,247
County Commissioner 2nd District (REP),01000000-263e-b21a-aea7-08dd2376bdaf,Hope Township Precinct 1,Write-In,Republican,1
County Commissioner 2nd District (REP),01000000-263e-b21a-aea7-08dd2376bdaf,Larkin Township Precinct 1,Mark C. Bone,Republican,360
County Commissioner 2nd District (REP),01000000-263e-b21a-aea7-08dd2376bdaf,Larkin Township Precinct 1,Write-In,Republican,1
County Commissioner 2nd District (REP),01000000-263e-b21a-aea7-08dd2376bdaf,Larkin Township Precinct 2,Mark C. Bone,Republican,269
County Commissioner 2nd District (REP),01000000-263e-b21a-aea7-08dd2376bdaf,Larkin Township Precinct 2,Write-In,Republican,6
County Commissioner 2nd District (REP),01000000-263e-b21a-aea7-08dd2376bdaf,Larkin Township Precinct 3,Mark C. Bone,Republican,251
County Commissioner 2nd District (REP),01000000-263e-b21a-aea7-08dd2376bdaf,Larkin Township Precinct 3,Write-In,Republican,2
County Commissioner 2nd District (REP),01000000-263e-b21a-aea7-08dd2376bdaf,Lincoln Township Precinct 1,Mark C. Bone,Republican,390
County Commissioner 2nd District (REP),01000000-263e-b21a-aea7-08dd2376bdaf,Lincoln Township Precinct 1,Write-In,Republican,3
County Commissioner 2nd District (REP),01000000-263e-b21a-aea7-08dd2376bdaf,Mills Township Precinct 1,Mark C. Bone,Republican,266
County Commissioner 2nd District (REP),01000000-263e-b21a-aea7-08dd2376bdaf,Mills Township Precinct 1,Write-In,Republican,1
Precinct Delegate for Jerome Township  Precinct 2 (REP),01000000-263e-b21a-c9c0-08dd2376be2e,Jerome Township Precinct 2,Grant Halazon,Republican,167
Precinct Delegate for Jerome Township  Precinct 2 (REP),01000000-263e-b21a-c9c0-08dd2376be2e,Jerome Township Precinct 2,Chris Melchi,Republican,198
Precinct Delegate for Jerome Township  Precinct 2 (REP),01000000-263e-b21a-c9c0-08dd2376be2e,Jerome Township Precinct 2,Laura E. Norcutt,Republican,164
Precinct Delegate for Jerome Township  Precinct 2 (REP),01000000-263e-b21a-c9c0-08dd2376be2e,Jerome Township Precinct 2,Rebecca M. Roberson,Republican,161
Precinct Delegate for Jerome Township  Precinct 2 (REP),01000000-263e-b21a-c9c0-08dd2376be2e,Jerome Township Precinct 2,Jan Woodruff,Republican,186
Precinct Delegate for Jerome Township  Precinct 2 (REP),01000000-263e-b21a-c9c0-08dd2376be2e,Jerome Township Precinct 2,Write-In,Republican,4
State Senator 34th District (DEM),01000000-263e-b21a-4233-08dd2376bd30,City of Coleman Precinct 1,Christine Gerace,Democrat,69
State Senator 34th District (DEM),01000000-263e-b21a-4233-08dd2376bd30,City of Coleman Precinct 1,Write-In,Democrat,0
State Senator 34th District (DEM),01000000-263e-b21a-4233-08dd2376bd30,Edenville Township Precinct 1,Christine Gerace,Democrat,138
State Senator 34th District (DEM),01000000-263e-b21a-4233-08dd2376bd30,Edenville Township Precinct 1,Write-In,Democrat,1
State Senator 34th District (DEM),01000000-263e-b21a-4233-08dd2376bd30,Geneva Township Precinct 1,Christine Gerace,Democrat,75
State Senator 34th District (DEM),01000000-263e-b21a-4233-08dd2376bd30,Geneva Township Precinct 1,Write-In,Democrat,0
State Senator 34th District (DEM),01000000-263e-b21a-4233-08dd2376bd30,Greendale Township Precinct 1,Christine Gerace,Democrat,54
State Senator 34th District (DEM),01000000-263e-b21a-4233-08dd2376bd30,Greendale Township Precinct 1,Write-In,Democrat,0
State Senator 34th District (DEM),01000000-263e-b21a-4233-08dd2376bd30,Hope Township Precinct 1,Christine Gerace,Democrat,64
State Senator 34th District (DEM),01000000-263e-b21a-4233-08dd2376bd30,Hope Township Precinct 1,Write-In,Democrat,0
State Senator 34th District (DEM),01000000-263e-b21a-4233-08dd2376bd30,Jasper Township Precinct 1,Christine Gerace,Democrat,48
State Senator 34th District (DEM),01000000-263e-b21a-4233-08dd2376bd30,Jasper Township Precinct 1,Write-In,Democrat,0
State Senator 34th District (DEM),01000000-263e-b21a-4233-08dd2376bd30,Jerome Township Precinct 1,Christine Gerace,Democrat,133
State Senator 34th District (DEM),01000000-263e-b21a-4233-08dd2376bd30,Jerome Township Precinct 1,Write-In,Democrat,0
State Senator 34th District (DEM),01000000-263e-b21a-4233-08dd2376bd30,Jerome Township Precinct 2,Christine Gerace,Democrat,112
State Senator 34th District (DEM),01000000-263e-b21a-4233-08dd2376bd30,Jerome Township Precinct 2,Write-In,Democrat,0
State Senator 34th District (DEM),01000000-263e-b21a-4233-08dd2376bd30,Lee Township Precinct 1,Christine Gerace,Democrat,75
State Senator 34th District (DEM),01000000-263e-b21a-4233-08dd2376bd30,Lee Township Precinct 1,Write-In,Democrat,0
State Senator 34th District (DEM),01000000-263e-b21a-4233-08dd2376bd30,Lee Township Precinct 2,Christine Gerace,Democrat,71
State Senator 34th District (DEM),01000000-263e-b21a-4233-08dd2376bd30,Lee Township Precinct 2,Write-In,Democrat,0
State Senator 34th District (DEM),01000000-263e-b21a-4233-08dd2376bd30,Mills Township Precinct 1,Christine Gerace,Democrat,82
State Senator 34th District (DEM),01000000-263e-b21a-4233-08dd2376bd30,Mills Township Precinct 1,Write-In,Democrat,0
State Senator 34th District (DEM),01000000-263e-b21a-4233-08dd2376bd30,Porter Township Precinct 1,Christine Gerace,Democrat,57
State Senator 34th District (DEM),01000000-263e-b21a-4233-08dd2376bd30,Porter Township Precinct 1,Write-In,Democrat,0
State Senator 34th District (DEM),01000000-263e-b21a-4233-08dd2376bd30,Warren Township Precinct 1,Christine Gerace,Democrat,79
State Senator 34th District (DEM),01000000-263e-b21a-4233-08dd2376bd30,Warren Township Precinct 1,Write-In,Democrat,2
Precinct Delegate for Larkin Township  Precinct 2 (REP),01000000-263e-b21a-e7f4-08dd2376be37,Larkin Township Precinct 2,Mark C. Bone,Republican,214
Precinct Delegate for Larkin Township  Precinct 2 (REP),01000000-263e-b21a-e7f4-08dd2376be37,Larkin Township Precinct 2,Anne Elizabeth Davis,Republican,151
Precinct Delegate for Larkin Township  Precinct 2 (REP),01000000-263e-b21a-e7f4-08dd2376be37,Larkin Township Precinct 2,Tim Davis,Republican,147
Precinct Delegate for Larkin Township  Precinct 2 (REP),01000000-263e-b21a-e7f4-08dd2376be37,Larkin Township Precinct 2,Charlee Simanskey,Republican,153
Precinct Delegate for Larkin Township  Precinct 2 (REP),01000000-263e-b21a-e7f4-08dd2376be37,Larkin Township Precinct 2,Write-In,Republican,2
Township Trustee for Hope Township (REP),01000000-263e-b21a-f81d-08dd2376be07,Hope Township Precinct 1,Dan Mieske,Republican,242
Township Trustee for Hope Township (REP),01000000-263e-b21a-f81d-08dd2376be07,Hope Township Precinct 1,Write-In,Republican,2
Precinct Delegate for City of Midland  Precinct 16 (DEM),01000000-263e-b21a-3db3-08dd2376bdc4,City of Midland Precinct 16,Linda Mae Barth,Democrat,151
Precinct Delegate for City of Midland  Precinct 16 (DEM),01000000-263e-b21a-3db3-08dd2376bdc4,City of Midland Precinct 16,Write-In,Democrat,1
Precinct Delegate for Lee Township  Precinct 1 (REP),01000000-263e-b21a-a2c2-08dd2376be45,Lee Township Precinct 1,Write-In,Republican,30
Township Trustee for Mt. Haley Township (REP),01000000-263e-b21a-3801-08dd2376be64,Mt. Haley Township Precinct 1,Nicholas Pelton,Republican,246
Township Trustee for Mt. Haley Township (REP),01000000-263e-b21a-3801-08dd2376be64,Mt. Haley Township Precinct 1,Write-In,Republican,6
Precinct Delegate for City of Midland  Precinct 10 (DEM),01000000-263e-b21a-fa0c-08dd2376bda2,City of Midland Precinct 10,Claudia Warren,Democrat,174
Precinct Delegate for City of Midland  Precinct 10 (DEM),01000000-263e-b21a-fa0c-08dd2376bda2,City of Midland Precinct 10,Write-In,Democrat,3
Township Trustee for Mt. Haley Township (DEM),01000000-263e-b21a-bfe9-08dd2376be5f,Mt. Haley Township Precinct 1,Write-In,Democrat,13
Precinct Delegate for Mills Township  Precinct 1 (DEM),01000000-263e-b21a-153f-08dd2376be5b,Mills Township Precinct 1,Write-In,Democrat,11
Township Trustee for Jerome Township (DEM),01000000-263e-b21a-efaf-08dd2376be20,Jerome Township Precinct 1,Write-In,Democrat,30
Township Trustee for Jerome Township (DEM),01000000-263e-b21a-efaf-08dd2376be20,Jerome Township Precinct 2,Write-In,Democrat,34
Midland County EMS Millage Renewal Proposal,01000000-263e-b21a-12be-08dd2376bd46,City of Coleman Precinct 1,Yes,,211
Midland County EMS Millage Renewal Proposal,01000000-263e-b21a-12be-08dd2376bd46,City of Coleman Precinct 1,No,,35
Midland County EMS Millage Renewal Proposal,01000000-263e-b21a-12be-08dd2376bd46,City of Midland Precinct 1,Yes,,452
Midland County EMS Millage Renewal Proposal,01000000-263e-b21a-12be-08dd2376bd46,City of Midland Precinct 1,No,,73
Midland County EMS Millage Renewal Proposal,01000000-263e-b21a-12be-08dd2376bd46,City of Midland Precinct 2,Yes,,334
Midland County EMS Millage Renewal Proposal,01000000-263e-b21a-12be-08dd2376bd46,City of Midland Precinct 2,No,,60
Midland County EMS Millage Renewal Proposal,01000000-263e-b21a-12be-08dd2376bd46,City of Midland Precinct 3,Yes,,319
Midland County EMS Millage Renewal Proposal,01000000-263e-b21a-12be-08dd2376bd46,City of Midland Precinct 3,No,,50
Midland County EMS Millage Renewal Proposal,01000000-263e-b21a-12be-08dd2376bd46,City of Midland Precinct 4A,Yes,,164
Midland County EMS Millage Renewal Proposal,01000000-263e-b21a-12be-08dd2376bd46,City of Midland Precinct 4A,No,,27
Midland County EMS Millage Renewal Proposal,01000000-263e-b21a-12be-08dd2376bd46,City of Midland Precinct 5,Yes,,252
Midland County EMS Millage Renewal Proposal,01000000-263e-b21a-12be-08dd2376bd46,City of Midland Precinct 5,No,,36
Midland County EMS Millage Renewal Proposal,01000000-263e-b21a-12be-08dd2376bd46,City of Midland Precinct 6,Yes,,301
Midland County EMS Millage Renewal Proposal,01000000-263e-b21a-12be-08dd2376bd46,City of Midland Precinct 6,No,,41
Midland County EMS Millage Renewal Proposal,01000000-263e-b21a-12be-08dd2376bd46,City of Midland Precinct 7,Yes,,771
Midland County EMS Millage Renewal Proposal,01000000-263e-b21a-12be-08dd2376bd46,City of Midland Precinct 7,No,,84
Midland County EMS Millage Renewal Proposal,01000000-263e-b21a-12be-08dd2376bd46,City of Midland Precinct 8,Yes,,382
Midland County EMS Millage Renewal Proposal,01000000-263e-b21a-12be-08dd2376bd46,City of Midland Precinct 8,No,,72
Midland County EMS Millage Renewal Proposal,01000000-263e-b21a-12be-08dd2376bd46,City of Midland Precinct 9,Yes,,546
Midland County EMS Millage Renewal Proposal,01000000-263e-b21a-12be-08dd2376bd46,City of Midland Precinct 9,No,,73
Midland County EMS Millage Renewal Proposal,01000000-263e-b21a-12be-08dd2376bd46,City of Midland Precinct 10,Yes,,666
Midland County EMS Millage Renewal Proposal,01000000-263e-b21a-12be-08dd2376bd46,City of Midland Precinct 10,No,,79
Midland County EMS Millage Renewal Proposal,01000000-263e-b21a-12be-08dd2376bd46,City of Midland Precinct 11,Yes,,741
Midland County EMS Millage Renewal Proposal,01000000-263e-b21a-12be-08dd2376bd46,City of Midland Precinct 11,No,,73
Midland County EMS Millage Renewal Proposal,01000000-263e-b21a-12be-08dd2376bd46,City of Midland Precinct 12,Yes,,213
Midland County EMS Millage Renewal Proposal,01000000-263e-b21a-12be-08dd2376bd46,City of Midland Precinct 12,No,,20
Midland County EMS Millage Renewal Proposal,01000000-263e-b21a-12be-08dd2376bd46,City of Midland Precinct 13,Yes,,688
Midland County EMS Millage Renewal Proposal,01000000-263e-b21a-12be-08dd2376bd46,City of Midland Precinct 13,No,,75
Midland County EMS Millage Renewal Proposal,01000000-263e-b21a-12be-08dd2376bd46,City of Midland Precinct 14,Yes,,564
Midland County EMS Millage Renewal Proposal,01000000-263e-b21a-12be-08dd2376bd46,City of Midland Precinct 14,No,,68
Midland County EMS Millage Renewal Proposal,01000000-263e-b21a-12be-08dd2376bd46,City of Midland Precinct 15,Yes,,678
Midland County EMS Millage Renewal Proposal,01000000-263e-b21a-12be-08dd2376bd46,City of Midland Precinct 15,No,,81
Midland County EMS Millage Renewal Proposal,01000000-263e-b21a-12be-08dd2376bd46,City of Midland Precinct 16,Yes,,409
Midland County EMS Millage Renewal Proposal,01000000-263e-b21a-12be-08dd2376bd46,City of Midland Precinct 16,No,,52
Midland County EMS Millage Renewal Proposal,01000000-263e-b21a-12be-08dd2376bd46,City of Midland Precinct 17,Yes,,503
Midland County EMS Millage Renewal Proposal,01000000-263e-b21a-12be-08dd2376bd46,City of Midland Precinct 17,No,,53
Midland County EMS Millage Renewal Proposal,01000000-263e-b21a-12be-08dd2376bd46,City of Midland Precinct 18,Yes,,580
Midland County EMS Millage Renewal Proposal,01000000-263e-b21a-12be-08dd2376bd46,City of Midland Precinct 18,No,,75
Midland County EMS Millage Renewal Proposal,01000000-263e-b21a-12be-08dd2376bd46,City of Midland Precinct 19,Yes,,566
Midland County EMS Millage Renewal Proposal,01000000-263e-b21a-12be-08dd2376bd46,City of Midland Precinct 19,No,,76
Midland County EMS Millage Renewal Proposal,01000000-263e-b21a-12be-08dd2376bd46,Edenville Township Precinct 1,Yes,,545
Midland County EMS Millage Renewal Proposal,01000000-263e-b21a-12be-08dd2376bd46,Edenville Township Precinct 1,No,,119
Midland County EMS Millage Renewal Proposal,01000000-263e-b21a-12be-08dd2376bd46,Geneva Township Precinct 1,Yes,,260
Midland County EMS Millage Renewal Proposal,01000000-263e-b21a-12be-08dd2376bd46,Geneva Township Precinct 1,No,,62
Midland County EMS Millage Renewal Proposal,01000000-263e-b21a-12be-08dd2376bd46,Greendale Township Precinct 1,Yes,,265
Midland County EMS Millage Renewal Proposal,01000000-263e-b21a-12be-08dd2376bd46,Greendale Township Precinct 1,No,,85
Midland County EMS Millage Renewal Proposal,01000000-263e-b21a-12be-08dd2376bd46,Homer Township Precinct 1,Yes,,312
Midland County EMS Millage Renewal Proposal,01000000-263e-b21a-12be-08dd2376bd46,Homer Township Precinct 1,No,,46
Midland County EMS Millage Renewal Proposal,01000000-263e-b21a-12be-08dd2376bd46,Homer Township Precinct 2,Yes,,270
Midland County EMS Millage Renewal Proposal,01000000-263e-b21a-12be-08dd2376bd46,Homer Township Precinct 2,No,,64
Midland County EMS Millage Renewal Proposal,01000000-263e-b21a-12be-08dd2376bd46,Homer Township Precinct 3,Yes,,389
Midland County EMS Millage Renewal Proposal,01000000-263e-b21a-12be-08dd2376bd46,Homer Township Precinct 3,No,,60
Midland County EMS Millage Renewal Proposal,01000000-263e-b21a-12be-08dd2376bd46,Hope Township Precinct 1,Yes,,281
Midland County EMS Millage Renewal Proposal,01000000-263e-b21a-12be-08dd2376bd46,Hope Township Precinct 1,No,,78
Midland County EMS Millage Renewal Proposal,01000000-263e-b21a-12be-08dd2376bd46,Ingersoll Township Precinct 1,Yes,,295
Midland County EMS Millage Renewal Proposal,01000000-263e-b21a-12be-08dd2376bd46,Ingersoll Township Precinct 1,No,,71
Midland County EMS Millage Renewal Proposal,01000000-263e-b21a-12be-08dd2376bd46,Ingersoll Township Precinct 2,Yes,,226
Midland County EMS Millage Renewal Proposal,01000000-263e-b21a-12be-08dd2376bd46,Ingersoll Township Precinct 2,No,,68
Midland County EMS Millage Renewal Proposal,01000000-263e-b21a-12be-08dd2376bd46,Jasper Township Precinct 1,Yes,,161
Midland County EMS Millage Renewal Proposal,01000000-263e-b21a-12be-08dd2376bd46,Jasper Township Precinct 1,No,,52
Midland County EMS Millage Renewal Proposal,01000000-263e-b21a-12be-08dd2376bd46,Jerome Township Precinct 1,Yes,,490
Midland County EMS Millage Renewal Proposal,01000000-263e-b21a-12be-08dd2376bd46,Jerome Township Precinct 1,No,,90
Midland County EMS Millage Renewal Proposal,01000000-263e-b21a-12be-08dd2376bd46,Jerome Township Precinct 2,Yes,,462
Midland County EMS Millage Renewal Proposal,01000000-263e-b21a-12be-08dd2376bd46,Jerome Township Precinct 2,No,,87
Midland County EMS Millage Renewal Proposal,01000000-263e-b21a-12be-08dd2376bd46,Larkin Township Precinct 1,Yes,,490
Midland County EMS Millage Renewal Proposal,01000000-263e-b21a-12be-08dd2376bd46,Larkin Township Precinct 1,No,,93
Midland County EMS Millage Renewal Proposal,01000000-263e-b21a-12be-08dd2376bd46,Larkin Township Precinct 2,Yes,,420
Midland County EMS Millage Renewal Proposal,01000000-263e-b21a-12be-08dd2376bd46,Larkin Township Precinct 2,No,,78
Midland County EMS Millage Renewal Proposal,01000000-263e-b21a-12be-08dd2376bd46,Larkin Township Precinct 3,Yes,,411
Midland County EMS Millage Renewal Proposal,01000000-263e-b21a-12be-08dd2376bd46,Larkin Township Precinct 3,No,,59
Midland County EMS Millage Renewal Proposal,01000000-263e-b21a-12be-08dd2376bd46,Lee Township Precinct 1,Yes,,356
Midland County EMS Millage Renewal Proposal,01000000-263e-b21a-12be-08dd2376bd46,Lee Township Precinct 1,No,,122
Midland County EMS Millage Renewal Proposal,01000000-263e-b21a-12be-08dd2376bd46,Lee Township Precinct 2,Yes,,367
Midland County EMS Millage Renewal Proposal,01000000-263e-b21a-12be-08dd2376bd46,Lee Township Precinct 2,No,,81
Midland County EMS Millage Renewal Proposal,01000000-263e-b21a-12be-08dd2376bd46,Lincoln Township Precinct 1,Yes,,625
Midland County EMS Millage Renewal Proposal,01000000-263e-b21a-12be-08dd2376bd46,Lincoln Township Precinct 1,No,,122
Midland County EMS Millage Renewal Proposal,01000000-263e-b21a-12be-08dd2376bd46,Midland Township Precinct 1,Yes,,473
Midland County EMS Millage Renewal Proposal,01000000-263e-b21a-12be-08dd2376bd46,Midland Township Precinct 1,No,,67
Midland County EMS Millage Renewal Proposal,01000000-263e-b21a-12be-08dd2376bd46,Mills Township Precinct 1,Yes,,356
Midland County EMS Millage Renewal Proposal,01000000-263e-b21a-12be-08dd2376bd46,Mills Township Precinct 1,No,,92
Midland County EMS Millage Renewal Proposal,01000000-263e-b21a-12be-08dd2376bd46,Mt. Haley Township Precinct 1,Yes,,341
Midland County EMS Millage Renewal Proposal,01000000-263e-b21a-12be-08dd2376bd46,Mt. Haley Township Precinct 1,No,,64
Midland County EMS Millage Renewal Proposal,01000000-263e-b21a-12be-08dd2376bd46,Porter Township Precinct 1,Yes,,198
Midland County EMS Millage Renewal Proposal,01000000-263e-b21a-12be-08dd2376bd46,Porter Township Precinct 1,No,,61
Midland County EMS Millage Renewal Proposal,01000000-263e-b21a-12be-08dd2376bd46,Warren Township Precinct 1,Yes,,425
Midland County EMS Millage Renewal Proposal,01000000-263e-b21a-12be-08dd2376bd46,Warren Township Precinct 1,No,,92
Township Clerk for Hope Township (DEM),01000000-263e-b21a-8c13-08dd2376bdfe,Hope Township Precinct 1,Write-In,Democrat,23
State Senator 35th District (DEM),01000000-263e-b21a-1030-08dd2376bd5b,City of Midland Precinct 1,Kristen McDonald Rivet,Democrat,174
State Senator 35th District (DEM),01000000-263e-b21a-1030-08dd2376bd5b,City of Midland Precinct 1,Write-In,Democrat,0
State Senator 35th District (DEM),01000000-263e-b21a-1030-08dd2376bd5b,City of Midland Precinct 2,Kristen McDonald Rivet,Democrat,136
State Senator 35th District (DEM),01000000-263e-b21a-1030-08dd2376bd5b,City of Midland Precinct 2,Write-In,Democrat,1
State Senator 35th District (DEM),01000000-263e-b21a-1030-08dd2376bd5b,City of Midland Precinct 3,Kristen McDonald Rivet,Democrat,103
State Senator 35th District (DEM),01000000-263e-b21a-1030-08dd2376bd5b,City of Midland Precinct 3,Write-In,Democrat,0
State Senator 35th District (DEM),01000000-263e-b21a-1030-08dd2376bd5b,City of Midland Precinct 4A,Kristen McDonald Rivet,Democrat,57
State Senator 35th District (DEM),01000000-263e-b21a-1030-08dd2376bd5b,City of Midland Precinct 4A,Write-In,Democrat,0
State Senator 35th District (DEM),01000000-263e-b21a-1030-08dd2376bd5b,City of Midland Precinct 4B,Kristen McDonald Rivet,Democrat,5
State Senator 35th District (DEM),01000000-263e-b21a-1030-08dd2376bd5b,City of Midland Precinct 4B,Write-In,Democrat,0
State Senator 35th District (DEM),01000000-263e-b21a-1030-08dd2376bd5b,City of Midland Precinct 5,Kristen McDonald Rivet,Democrat,70
State Senator 35th District (DEM),01000000-263e-b21a-1030-08dd2376bd5b,City of Midland Precinct 5,Write-In,Democrat,0
State Senator 35th District (DEM),01000000-263e-b21a-1030-08dd2376bd5b,City of Midland Precinct 6,Kristen McDonald Rivet,Democrat,73
State Senator 35th District (DEM),01000000-263e-b21a-1030-08dd2376bd5b,City of Midland Precinct 6,Write-In,Democrat,0
State Senator 35th District (DEM),01000000-263e-b21a-1030-08dd2376bd5b,City of Midland Precinct 7,Kristen McDonald Rivet,Democrat,221
State Senator 35th District (DEM),01000000-263e-b21a-1030-08dd2376bd5b,City of Midland Precinct 7,Write-In,Democrat,1
State Senator 35th District (DEM),01000000-263e-b21a-1030-08dd2376bd5b,City of Midland Precinct 8,Kristen McDonald Rivet,Democrat,146
State Senator 35th District (DEM),01000000-263e-b21a-1030-08dd2376bd5b,City of Midland Precinct 8,Write-In,Democrat,0
