Contest,Candidate,Party,Precinct,Votes
9-1-1 Central Dispatch Millage Renewal Proposal,No,,"Larkin Township, Precinct 1",91
9-1-1 Central Dispatch Millage Renewal Proposal,Yes,,"Larkin Township, Precinct 2",358
9-1-1 Central Dispatch Millage Renewal Proposal,No,,"Larkin Township, Precinct 2",56
9-1-1 Central Dispatch Millage Renewal Proposal,Yes,,"Larkin Township, Precinct 3",302
9-1-1 Central Dispatch Millage Renewal Proposal,No,,"Larkin Township, Precinct 3",35
9-1-1 Central Dispatch Millage Renewal Proposal,Yes,,"Lee Township, Precinct 1",212
9-1-1 Central Dispatch Millage Renewal Proposal,No,,"Lee Township, Precinct 1",104
9-1-1 Central Dispatch Millage Renewal Proposal,Yes,,"Lee Township, Precinct 2",255
9-1-1 Central Dispatch Millage Renewal Proposal,No,,"Lee Township, Precinct 2",72
9-1-1 Central Dispatch Millage Renewal Proposal,Yes,,"Lincoln Township, Precinct 1",542
9-1-1 Central Dispatch Millage Renewal Proposal,No,,"Lincoln Township, Precinct 1",125
9-1-1 Central Dispatch Millage Renewal Proposal,Yes,,"Midland Township, Precinct 1",395
9-1-1 Central Dispatch Millage Renewal Proposal,No,,"Midland Township, Precinct 1",66
9-1-1 Central Dispatch Millage Renewal Proposal,Yes,,"Mills Township, Precinct 1",291
9-1-1 Central Dispatch Millage Renewal Proposal,No,,"Mills Township, Precinct 1",87
9-1-1 Central Dispatch Millage Renewal Proposal,Yes,,"Mt. Haley Township, Precinct 1",215
9-1-1 Central Dispatch Millage Renewal Proposal,No,,"Mt. Haley Township, Precinct 1",70
9-1-1 Central Dispatch Millage Renewal Proposal,Yes,,"Porter Township, Precinct 1",169
9-1-1 Central Dispatch Millage Renewal Proposal,No,,"Porter Township, Precinct 1",62
9-1-1 Central Dispatch Millage Renewal Proposal,Yes,,"Warren Township, Precinct 1",352
9-1-1 Central Dispatch Millage Renewal Proposal,No,,"Warren Township, Precinct 1",108
Road Millage Renewal Proposal,Yes,,"City of Coleman, Precinct 1",131
Road Millage Renewal Proposal,No,,"City of Coleman, Precinct 1",45
Road Millage Renewal Proposal,Yes,,"City of Midland, Precinct 1",545
Road Millage Renewal Proposal,No,,"City of Midland, Precinct 1",119
Road Millage Renewal Proposal,Yes,,"City of Midland, Precinct 2A",406
Road Millage Renewal Proposal,No,,"City of Midland, Precinct 2A",92
Road Millage Renewal Proposal,Yes,,"City of Midland, Precinct 3",505
Road Millage Renewal Proposal,No,,"City of Midland, Precinct 3",126
Road Millage Renewal Proposal,Yes,,"City of Midland, Precinct 4",792
Road Millage Renewal Proposal,No,,"City of Midland, Precinct 4",133
Road Millage Renewal Proposal,Yes,,"City of Midland, Precinct 5",696
Road Millage Renewal Proposal,No,,"City of Midland, Precinct 5",107
Road Millage Renewal Proposal,Yes,,"City of Midland, Precinct 6",796
Road Millage Renewal Proposal,No,,"City of Midland, Precinct 6",137
Road Millage Renewal Proposal,Yes,,"City of Midland, Precinct 7",842
Road Millage Renewal Proposal,No,,"City of Midland, Precinct 7",126
Road Millage Renewal Proposal,Yes,,"City of Midland, Precinct 8",840
Road Millage Renewal Proposal,No,,"City of Midland, Precinct 8",123
Road Millage Renewal Proposal,Yes,,"City of Midland, Precinct 9",738
Road Millage Renewal Proposal,No,,"City of Midland, Precinct 9",113
Road Millage Renewal Proposal,Yes,,"City of Midland, Precinct 10",855
Road Millage Renewal Proposal,No,,"City of Midland, Precinct 10",136
Road Millage Renewal Proposal,Yes,,"Edenville Township, Precinct 1",511
Road Millage Renewal Proposal,No,,"Edenville Township, Precinct 1",248
Road Millage Renewal Proposal,Yes,,"Geneva Township, Precinct 1",172
Road Millage Renewal Proposal,No,,"Geneva Township, Precinct 1",106
Road Millage Renewal Proposal,Yes,,"Greendale Township, Precinct 1",177
Road Millage Renewal Proposal,No,,"Greendale Township, Precinct 1",146
Road Millage Renewal Proposal,Yes,,"Homer Township, Precinct 1",220
Road Millage Renewal Proposal,No,,"Homer Township, Precinct 1",60
Road Millage Renewal Proposal,Yes,,"Homer Township, Precinct 2",178
Road Millage Renewal Proposal,No,,"Homer Township, Precinct 2",62
Road Millage Renewal Proposal,Yes,,"Homer Township, Precinct 3",278
Road Millage Renewal Proposal,No,,"Homer Township, Precinct 3",65
Road Millage Renewal Proposal,Yes,,"Hope Township, Precinct 1",280
Road Millage Renewal Proposal,No,,"Hope Township, Precinct 1",113
Road Millage Renewal Proposal,Yes,,"Ingersoll Township, Precinct 1",220
Road Millage Renewal Proposal,No,,"Ingersoll Township, Precinct 1",82
Road Millage Renewal Proposal,Yes,,"Ingersoll Township, Precinct 2",155
Road Millage Renewal Proposal,No,,"Ingersoll Township, Precinct 2",80
Road Millage Renewal Proposal,Yes,,"Jasper Township, Precinct 1",192
Road Millage Renewal Proposal,No,,"Jasper Township, Precinct 1",90
Road Millage Renewal Proposal,Yes,,"Jerome Township, Precinct 1",445
Road Millage Renewal Proposal,No,,"Jerome Township, Precinct 1",129
Road Millage Renewal Proposal,Yes,,"Jerome Township, Precinct 2",378
Road Millage Renewal Proposal,No,,"Jerome Township, Precinct 2",166
Road Millage Renewal Proposal,Yes,,"Larkin Township, Precinct 1",343
Road Millage Renewal Proposal,No,,"Larkin Township, Precinct 1",132
Road Millage Renewal Proposal,Yes,,"Larkin Township, Precinct 2",343
Road Millage Renewal Proposal,No,,"Larkin Township, Precinct 2",73
Road Millage Renewal Proposal,Yes,,"Larkin Township, Precinct 3",293
Road Millage Renewal Proposal,No,,"Larkin Township, Precinct 3",45
Road Millage Renewal Proposal,Yes,,"Lee Township, Precinct 1",184
Road Millage Renewal Proposal,No,,"Lee Township, Precinct 1",131
Road Millage Renewal Proposal,Yes,,"Lee Township, Precinct 2",222
Road Millage Renewal Proposal,No,,"Lee Township, Precinct 2",106
Road Millage Renewal Proposal,Yes,,"Lincoln Township, Precinct 1",486
Road Millage Renewal Proposal,No,,"Lincoln Township, Precinct 1",174
Road Millage Renewal Proposal,Yes,,"Midland Township, Precinct 1",354
Road Millage Renewal Proposal,No,,"Midland Township, Precinct 1",110
Road Millage Renewal Proposal,Yes,,"Mills Township, Precinct 1",261
Road Millage Renewal Proposal,No,,"Mills Township, Precinct 1",117
Road Millage Renewal Proposal,Yes,,"Mt. Haley Township, Precinct 1",194
Road Millage Renewal Proposal,No,,"Mt. Haley Township, Precinct 1",91
Road Millage Renewal Proposal,Yes,,"Porter Township, Precinct 1",150
Road Millage Renewal Proposal,No,,"Porter Township, Precinct 1",83
Road Millage Renewal Proposal,Yes,,"Warren Township, Precinct 1",290
Road Millage Renewal Proposal,No,,"Warren Township, Precinct 1",172
Pinecrest Infirmary Millage Renewal and Increase Proposal,Yes,,"City of Coleman, Precinct 1",106
Pinecrest Infirmary Millage Renewal and Increase Proposal,No,,"City of Coleman, Precinct 1",67
Pinecrest Infirmary Millage Renewal and Increase Proposal,Yes,,"City of Midland, Precinct 1",483
Pinecrest Infirmary Millage Renewal and Increase Proposal,No,,"City of Midland, Precinct 1",178
Pinecrest Infirmary Millage Renewal and Increase Proposal,Yes,,"City of Midland, Precinct 2A",351
Pinecrest Infirmary Millage Renewal and Increase Proposal,No,,"City of Midland, Precinct 2A",139
Pinecrest Infirmary Millage Renewal and Increase Proposal,Yes,,"City of Midland, Precinct 3",460
Pinecrest Infirmary Millage Renewal and Increase Proposal,No,,"City of Midland, Precinct 3",161
Pinecrest Infirmary Millage Renewal and Increase Proposal,Yes,,"City of Midland, Precinct 4",727
Pinecrest Infirmary Millage Renewal and Increase Proposal,No,,"City of Midland, Precinct 4",188
Pinecrest Infirmary Millage Renewal and Increase Proposal,Yes,,"City of Midland, Precinct 5",564
Pinecrest Infirmary Millage Renewal and Increase Proposal,No,,"City of Midland, Precinct 5",229
Pinecrest Infirmary Millage Renewal and Increase Proposal,Yes,,"City of Midland, Precinct 6",715
Pinecrest Infirmary Millage Renewal and Increase Proposal,No,,"City of Midland, Precinct 6",213
Pinecrest Infirmary Millage Renewal and Increase Proposal,Yes,,"City of Midland, Precinct 7",734
Pinecrest Infirmary Millage Renewal and Increase Proposal,No,,"City of Midland, Precinct 7",220
Pinecrest Infirmary Millage Renewal and Increase Proposal,Yes,,"City of Midland, Precinct 8",710
Pinecrest Infirmary Millage Renewal and Increase Proposal,No,,"City of Midland, Precinct 8",239
Pinecrest Infirmary Millage Renewal and Increase Proposal,Yes,,"City of Midland, Precinct 9",652
Pinecrest Infirmary Millage Renewal and Increase Proposal,No,,"City of Midland, Precinct 9",196
Pinecrest Infirmary Millage Renewal and Increase Proposal,Yes,,"City of Midland, Precinct 10",753
Pinecrest Infirmary Millage Renewal and Increase Proposal,No,,"City of Midland, Precinct 10",235
Pinecrest Infirmary Millage Renewal and Increase Proposal,Yes,,"Edenville Township, Precinct 1",383
Pinecrest Infirmary Millage Renewal and Increase Proposal,No,,"Edenville Township, Precinct 1",361
Pinecrest Infirmary Millage Renewal and Increase Proposal,Yes,,"Geneva Township, Precinct 1",105
Pinecrest Infirmary Millage Renewal and Increase Proposal,No,,"Geneva Township, Precinct 1",171
Pinecrest Infirmary Millage Renewal and Increase Proposal,Yes,,"Greendale Township, Precinct 1",145
Pinecrest Infirmary Millage Renewal and Increase Proposal,No,,"Greendale Township, Precinct 1",171
Pinecrest Infirmary Millage Renewal and Increase Proposal,Yes,,"Homer Township, Precinct 1",186
Pinecrest Infirmary Millage Renewal and Increase Proposal,No,,"Homer Township, Precinct 1",90
Pinecrest Infirmary Millage Renewal and Increase Proposal,Yes,,"Homer Township, Precinct 2",149
Pinecrest Infirmary Millage Renewal and Increase Proposal,No,,"Homer Township, Precinct 2",88
Pinecrest Infirmary Millage Renewal and Increase Proposal,Yes,,"Homer Township, Precinct 3",233
Pinecrest Infirmary Millage Renewal and Increase Proposal,No,,"Homer Township, Precinct 3",108
Pinecrest Infirmary Millage Renewal and Increase Proposal,Yes,,"Hope Township, Precinct 1",207
Pinecrest Infirmary Millage Renewal and Increase Proposal,No,,"Hope Township, Precinct 1",177
Pinecrest Infirmary Millage Renewal and Increase Proposal,Yes,,"Ingersoll Township, Precinct 1",175
Pinecrest Infirmary Millage Renewal and Increase Proposal,No,,"Ingersoll Township, Precinct 1",121
Pinecrest Infirmary Millage Renewal and Increase Proposal,Yes,,"Ingersoll Township, Precinct 2",131
Pinecrest Infirmary Millage Renewal and Increase Proposal,No,,"Ingersoll Township, Precinct 2",101
Pinecrest Infirmary Millage Renewal and Increase Proposal,Yes,,"Jasper Township, Precinct 1",124
Pinecrest Infirmary Millage Renewal and Increase Proposal,No,,"Jasper Township, Precinct 1",158
Pinecrest Infirmary Millage Renewal and Increase Proposal,Yes,,"Jerome Township, Precinct 1",352
Pinecrest Infirmary Millage Renewal and Increase Proposal,No,,"Jerome Township, Precinct 1",207
Pinecrest Infirmary Millage Renewal and Increase Proposal,Yes,,"Jerome Township, Precinct 2",306
Pinecrest Infirmary Millage Renewal and Increase Proposal,No,,"Jerome Township, Precinct 2",227
Pinecrest Infirmary Millage Renewal and Increase Proposal,Yes,,"Larkin Township, Precinct 1",290
Pinecrest Infirmary Millage Renewal and Increase Proposal,No,,"Larkin Township, Precinct 1",169
Pinecrest Infirmary Millage Renewal and Increase Proposal,Yes,,"Larkin Township, Precinct 2",292
Pinecrest Infirmary Millage Renewal and Increase Proposal,No,,"Larkin Township, Precinct 2",122
Pinecrest Infirmary Millage Renewal and Increase Proposal,Yes,,"Larkin Township, Precinct 3",251
Pinecrest Infirmary Millage Renewal and Increase Proposal,No,,"Larkin Township, Precinct 3",79
Pinecrest Infirmary Millage Renewal and Increase Proposal,Yes,,"Lee Township, Precinct 1",162
Pinecrest Infirmary Millage Renewal and Increase Proposal,No,,"Lee Township, Precinct 1",150
Pinecrest Infirmary Millage Renewal and Increase Proposal,Yes,,"Lee Township, Precinct 2",174
Pinecrest Infirmary Millage Renewal and Increase Proposal,No,,"Lee Township, Precinct 2",147
Pinecrest Infirmary Millage Renewal and Increase Proposal,Yes,,"Lincoln Township, Precinct 1",376
Pinecrest Infirmary Millage Renewal and Increase Proposal,No,,"Lincoln Township, Precinct 1",278
Pinecrest Infirmary Millage Renewal and Increase Proposal,Yes,,"Midland Township, Precinct 1",297
Pinecrest Infirmary Millage Renewal and Increase Proposal,No,,"Midland Township, Precinct 1",164
Pinecrest Infirmary Millage Renewal and Increase Proposal,Yes,,"Mills Township, Precinct 1",205
Pinecrest Infirmary Millage Renewal and Increase Proposal,No,,"Mills Township, Precinct 1",166
Pinecrest Infirmary Millage Renewal and Increase Proposal,Yes,,"Mt. Haley Township, Precinct 1",152
Pinecrest Infirmary Millage Renewal and Increase Proposal,No,,"Mt. Haley Township, Precinct 1",128
Pinecrest Infirmary Millage Renewal and Increase Proposal,Yes,,"Porter Township, Precinct 1",113
Pinecrest Infirmary Millage Renewal and Increase Proposal,No,,"Porter Township, Precinct 1",119
Pinecrest Infirmary Millage Renewal and Increase Proposal,Yes,,"Warren Township, Precinct 1",217
Pinecrest Infirmary Millage Renewal and Increase Proposal,No,,"Warren Township, Precinct 1",234
Geneva Township Fire Millage Renewal,Yes,,"Geneva Township, Precinct 1",205
Geneva Township Fire Millage Renewal,No,,"Geneva Township, Precinct 1",65
Geneva Township Fire Millage Increase,Yes,,"Geneva Township, Precinct 1",110
Geneva Township Fire Millage Increase,No,,"Geneva Township, Precinct 1",160
Greendale Township Fire Millage Renewal,Yes,,"Greendale Township, Precinct 1",222
Greendale Township Fire Millage Renewal,No,,"Greendale Township, Precinct 1",91
Hope Township Millage Renewal Road Maintenance and Improvement Millage,Yes,,"Hope Township, Precinct 1",266
Hope Township Millage Renewal Road Maintenance and Improvement Millage,No,,"Hope Township, Precinct 1",124
Jerome Township Fire Operating and Equipment Millage Renewal,Yes,,"Jerome Township, Precinct 1",442
Jerome Township Fire Operating and Equipment Millage Renewal,No,,"Jerome Township, Precinct 1",125
Jerome Township Fire Operating and Equipment Millage Renewal,Yes,,"Jerome Township, Precinct 2",394
Jerome Township Fire Operating and Equipment Millage Renewal,No,,"Jerome Township, Precinct 2",151
Jerome Township Fire Equipment and Buildings Millage Renewal,Yes,,"Jerome Township, Precinct 1",406
Jerome Township Fire Equipment and Buildings Millage Renewal,No,,"Jerome Township, Precinct 1",156
Jerome Township Fire Equipment and Buildings Millage Renewal,Yes,,"Jerome Township, Precinct 2",350
Jerome Township Fire Equipment and Buildings Millage Renewal,No,,"Jerome Township, Precinct 2",188
Lincoln Township Building and Emergency Services Millage Renewal Proposal,Yes,,"Lincoln Township, Precinct 1",474
Lincoln Township Building and Emergency Services Millage Renewal Proposal,No,,"Lincoln Township, Precinct 1",161
Porter Township Fire Protection and Emergency Medical Services Millage Increase Proposal,Yes,,"Porter Township, Precinct 1",147
Porter Township Fire Protection and Emergency Medical Services Millage Increase Proposal,No,,"Porter Township, Precinct 1",69
Warren Township Fire Operating & Equipment Renewal,Yes,,"Warren Township, Precinct 1",276
Warren Township Fire Operating & Equipment Renewal,No,,"Warren Township, Precinct 1",145
Bullock Creek School District Operating Millage Renewal Proposal,Yes,,"Greendale Township, Precinct 1",77
Bullock Creek School District Operating Millage Renewal Proposal,No,,"Greendale Township, Precinct 1",98
Bullock Creek School District Operating Millage Renewal Proposal,Yes,,"Homer Township, Precinct 1",91
Bullock Creek School District Operating Millage Renewal Proposal,No,,"Homer Township, Precinct 1",52
Bullock Creek School District Operating Millage Renewal Proposal,Yes,,"Homer Township, Precinct 3",187
Bullock Creek School District Operating Millage Renewal Proposal,No,,"Homer Township, Precinct 3",68
Bullock Creek School District Operating Millage Renewal Proposal,Yes,,"Ingersoll Township, Precinct 1",134
Bullock Creek School District Operating Millage Renewal Proposal,No,,"Ingersoll Township, Precinct 1",70
Bullock Creek School District Operating Millage Renewal Proposal,Yes,,"Ingersoll Township, Precinct 2",25
Bullock Creek School District Operating Millage Renewal Proposal,No,,"Ingersoll Township, Precinct 2",11
Bullock Creek School District Operating Millage Renewal Proposal,Yes,,"Lee Township, Precinct 1",139
Bullock Creek School District Operating Millage Renewal Proposal,No,,"Lee Township, Precinct 1",143
Bullock Creek School District Operating Millage Renewal Proposal,Yes,,"Lee Township, Precinct 2",148
Bullock Creek School District Operating Millage Renewal Proposal,No,,"Lee Township, Precinct 2",101
Bullock Creek School District Operating Millage Renewal Proposal,Yes,,"Midland Township, Precinct 1",294
Bullock Creek School District Operating Millage Renewal Proposal,No,,"Midland Township, Precinct 1",101
Bullock Creek School District Operating Millage Renewal Proposal,Yes,,"Mt. Haley Township, Precinct 1",46
Bullock Creek School District Operating Millage Renewal Proposal,No,,"Mt. Haley Township, Precinct 1",35
Bullock Creek School District Operating Millage Renewal Proposal,Yes,,"Porter Township, Precinct 1",9
Bullock Creek School District Operating Millage Renewal Proposal,No,,"Porter Township, Precinct 1",2
Meridian Public Schools Operating Millage Renewal Proposal,Yes,,"Edenville Township, Precinct 1",367
Meridian Public Schools Operating Millage Renewal Proposal,No,,"Edenville Township, Precinct 1",287
Meridian Public Schools Operating Millage Renewal Proposal,Yes,,"Homer Township, Precinct 2",4
Meridian Public Schools Operating Millage Renewal Proposal,No,,"Homer Township, Precinct 2",9
Meridian Public Schools Operating Millage Renewal Proposal,Yes,,"Hope Township, Precinct 1",238
Meridian Public Schools Operating Millage Renewal Proposal,No,,"Hope Township, Precinct 1",150
Meridian Public Schools Operating Millage Renewal Proposal,Yes,,"Jerome Township, Precinct 1",369
Meridian Public Schools Operating Millage Renewal Proposal,No,,"Jerome Township, Precinct 1",202
Meridian Public Schools Operating Millage Renewal Proposal,Yes,,"Jerome Township, Precinct 2",304
