Contest,Candidate,Party,Precinct,Votes
Midland County Sheriff (REP),Write-in,REP,"City of Midland, Precinct 3",1
Midland County Sheriff (REP),James Chambers,REP,"City of Midland, Precinct 4",55
Midland County Sheriff (REP),Scott Holzinger,REP,"City of Midland, Precinct 4",295
Midland County Sheriff (REP),Write-in,REP,"City of Midland, Precinct 4",0
Midland County Sheriff (REP),James Chambers,REP,"City of Midland, Precinct 5",38
Midland County Sheriff (REP),Scott Holzinger,REP,"City of Midland, Precinct 5",367
Midland County Sheriff (REP),Write-in,REP,"City of Midland, Precinct 5",0
Midland County Sheriff (REP),James Chambers,REP,"City of Midland, Precinct 6",58
Midland County Sheriff (REP),Scott Holzinger,REP,"City of Midland, Precinct 6",380
Midland County Sheriff (REP),Write-in,REP,"City of Midland, Precinct 6",0
Midland County Sheriff (REP),James Chambers,REP,"City of Midland, Precinct 7",47
Midland County Sheriff (REP),Scott Holzinger,REP,"City of Midland, Precinct 7",386
Midland County Sheriff (REP),Write-in,REP,"City of Midland, Precinct 7",1
Midland County Sheriff (REP),James Chambers,REP,"City of Midland, Precinct 8",46
Midland County Sheriff (REP),Scott Holzinger,REP,"City of Midland, Precinct 8",405
Midland County Sheriff (REP),Write-in,REP,"City of Midland, Precinct 8",0
Midland County Sheriff (REP),James Chambers,REP,"City of Midland, Precinct 9",46
Midland County Sheriff (REP),Scott Holzinger,REP,"City of Midland, Precinct 9",287
Midland County Sheriff (REP),Write-in,REP,"City of Midland, Precinct 9",1
Midland County Sheriff (REP),James Chambers,REP,"City of Midland, Precinct 10",78
Midland County Sheriff (REP),Scott Holzinger,REP,"City of Midland, Precinct 10",372
Midland County Sheriff (REP),Write-in,REP,"City of Midland, Precinct 10",1
Midland County Sheriff (REP),James Chambers,REP,"Edenville Township, Precinct 1",74
Midland County Sheriff (REP),Scott Holzinger,REP,"Edenville Township, Precinct 1",541
Midland County Sheriff (REP),Write-in,REP,"Edenville Township, Precinct 1",3
Midland County Sheriff (REP),James Chambers,REP,"Geneva Township, Precinct 1",42
Midland County Sheriff (REP),Scott Holzinger,REP,"Geneva Township, Precinct 1",138
Midland County Sheriff (REP),Write-in,REP,"Geneva Township, Precinct 1",0
Midland County Sheriff (REP),James Chambers,REP,"Greendale Township, Precinct 1",41
Midland County Sheriff (REP),Scott Holzinger,REP,"Greendale Township, Precinct 1",190
Midland County Sheriff (REP),Write-in,REP,"Greendale Township, Precinct 1",1
Midland County Sheriff (REP),James Chambers,REP,"Homer Township, Precinct 1",28
Midland County Sheriff (REP),Scott Holzinger,REP,"Homer Township, Precinct 1",115
Midland County Sheriff (REP),Write-in,REP,"Homer Township, Precinct 1",0
Midland County Sheriff (REP),James Chambers,REP,"Homer Township, Precinct 2",20
Midland County Sheriff (REP),Scott Holzinger,REP,"Homer Township, Precinct 2",124
Midland County Sheriff (REP),Write-in,REP,"Homer Township, Precinct 2",1
Midland County Sheriff (REP),James Chambers,REP,"Homer Township, Precinct 3",38
Midland County Sheriff (REP),Scott Holzinger,REP,"Homer Township, Precinct 3",159
Midland County Sheriff (REP),Write-in,REP,"Homer Township, Precinct 3",0
Midland County Sheriff (REP),James Chambers,REP,"Hope Township, Precinct 1",57
Midland County Sheriff (REP),Scott Holzinger,REP,"Hope Township, Precinct 1",234
Midland County Sheriff (REP),Write-in,REP,"Hope Township, Precinct 1",1
Midland County Sheriff (REP),James Chambers,REP,"Ingersoll Township, Precinct 1",36
Midland County Sheriff (REP),Scott Holzinger,REP,"Ingersoll Township, Precinct 1",143
Midland County Sheriff (REP),Write-in,REP,"Ingersoll Township, Precinct 1",1
Midland County Sheriff (REP),James Chambers,REP,"Ingersoll Township, Precinct 2",14
Midland County Sheriff (REP),Scott Holzinger,REP,"Ingersoll Township, Precinct 2",118
Midland County Sheriff (REP),Write-in,REP,"Ingersoll Township, Precinct 2",1
Midland County Sheriff (REP),James Chambers,REP,"Jasper Township, Precinct 1",62
Midland County Sheriff (REP),Scott Holzinger,REP,"Jasper Township, Precinct 1",142
Midland County Sheriff (REP),Write-in,REP,"Jasper Township, Precinct 1",3
Midland County Sheriff (REP),James Chambers,REP,"Jerome Township, Precinct 1",39
Midland County Sheriff (REP),Scott Holzinger,REP,"Jerome Township, Precinct 1",311
Midland County Sheriff (REP),Write-in,REP,"Jerome Township, Precinct 1",1
Midland County Sheriff (REP),James Chambers,REP,"Jerome Township, Precinct 2",62
Midland County Sheriff (REP),Scott Holzinger,REP,"Jerome Township, Precinct 2",316
Midland County Sheriff (REP),Write-in,REP,"Jerome Township, Precinct 2",2
Midland County Sheriff (REP),James Chambers,REP,"Larkin Township, Precinct 1",72
Midland County Sheriff (REP),Scott Holzinger,REP,"Larkin Township, Precinct 1",240
Midland County Sheriff (REP),Write-in,REP,"Larkin Township, Precinct 1",4
Midland County Sheriff (REP),James Chambers,REP,"Larkin Township, Precinct 2",53
Midland County Sheriff (REP),Scott Holzinger,REP,"Larkin Township, Precinct 2",211
Midland County Sheriff (REP),Write-in,REP,"Larkin Township, Precinct 2",1
Midland County Sheriff (REP),James Chambers,REP,"Larkin Township, Precinct 3",21
Midland County Sheriff (REP),Scott Holzinger,REP,"Larkin Township, Precinct 3",189
Midland County Sheriff (REP),Write-in,REP,"Larkin Township, Precinct 3",0
Midland County Sheriff (REP),James Chambers,REP,"Lee Township, Precinct 1",40
Midland County Sheriff (REP),Scott Holzinger,REP,"Lee Township, Precinct 1",165
Midland County Sheriff (REP),Write-in,REP,"Lee Township, Precinct 1",0
Midland County Sheriff (REP),James Chambers,REP,"Lee Township, Precinct 2",43
Midland County Sheriff (REP),Scott Holzinger,REP,"Lee Township, Precinct 2",160
Midland County Sheriff (REP),Write-in,REP,"Lee Township, Precinct 2",2
Midland County Sheriff (REP),James Chambers,REP,"Lincoln Township, Precinct 1",64
Midland County Sheriff (REP),Scott Holzinger,REP,"Lincoln Township, Precinct 1",373
Midland County Sheriff (REP),Write-in,REP,"Lincoln Township, Precinct 1",0
Midland County Sheriff (REP),James Chambers,REP,"Midland Township, Precinct 1",51
Midland County Sheriff (REP),Scott Holzinger,REP,"Midland Township, Precinct 1",207
Midland County Sheriff (REP),Write-in,REP,"Midland Township, Precinct 1",2
Midland County Sheriff (REP),James Chambers,REP,"Mills Township, Precinct 1",90
Midland County Sheriff (REP),Scott Holzinger,REP,"Mills Township, Precinct 1",177
Midland County Sheriff (REP),Write-in,REP,"Mills Township, Precinct 1",1
Midland County Sheriff (REP),James Chambers,REP,"Mt. Haley Township, Precinct 1",28
Midland County Sheriff (REP),Scott Holzinger,REP,"Mt. Haley Township, Precinct 1",141
Midland County Sheriff (REP),Write-in,REP,"Mt. Haley Township, Precinct 1",0
Midland County Sheriff (REP),James Chambers,REP,"Porter Township, Precinct 1",41
Midland County Sheriff (REP),Scott Holzinger,REP,"Porter Township, Precinct 1",116
Midland County Sheriff (REP),Write-in,REP,"Porter Township, Precinct 1",1
Midland County Sheriff (REP),James Chambers,REP,"Warren Township, Precinct 1",49
Midland County Sheriff (REP),Scott Holzinger,REP,"Warren Township, Precinct 1",256
Midland County Sheriff (REP),Write-in,REP,"Warren Township, Precinct 1",1
Bay County Sheriff (REP),Write-in,REP,"City of Midland, Precinct 2B",3
Midland County Clerk (REP),Ann Manary,REP,"City of Coleman, Precinct 1",105
Midland County Clerk (REP),Write-in,REP,"City of Coleman, Precinct 1",0
Midland County Clerk (REP),Ann Manary,REP,"City of Midland, Precinct 1",272
Midland County Clerk (REP),Write-in,REP,"City of Midland, Precinct 1",1
Midland County Clerk (REP),Ann Manary,REP,"City of Midland, Precinct 2A",231
Midland County Clerk (REP),Write-in,REP,"City of Midland, Precinct 2A",0
Midland County Clerk (REP),Ann Manary,REP,"City of Midland, Precinct 3",244
Midland County Clerk (REP),Write-in,REP,"City of Midland, Precinct 3",2
Midland County Clerk (REP),Ann Manary,REP,"City of Midland, Precinct 4",322
Midland County Clerk (REP),Write-in,REP,"City of Midland, Precinct 4",0
Midland County Clerk (REP),Ann Manary,REP,"City of Midland, Precinct 5",373
Midland County Clerk (REP),Write-in,REP,"City of Midland, Precinct 5",0
Midland County Clerk (REP),Ann Manary,REP,"City of Midland, Precinct 6",401
Midland County Clerk (REP),Write-in,REP,"City of Midland, Precinct 6",2
Midland County Clerk (REP),Ann Manary,REP,"City of Midland, Precinct 7",388
Midland County Clerk (REP),Write-in,REP,"City of Midland, Precinct 7",1
Midland County Clerk (REP),Ann Manary,REP,"City of Midland, Precinct 8",413
Midland County Clerk (REP),Write-in,REP,"City of Midland, Precinct 8",1
Midland County Clerk (REP),Ann Manary,REP,"City of Midland, Precinct 9",294
Midland County Clerk (REP),Write-in,REP,"City of Midland, Precinct 9",1
Midland County Clerk (REP),Ann Manary,REP,"City of Midland, Precinct 10",420
Midland County Clerk (REP),Write-in,REP,"City of Midland, Precinct 10",3
Midland County Clerk (REP),Ann Manary,REP,"Edenville Township, Precinct 1",543
Midland County Clerk (REP),Write-in,REP,"Edenville Township, Precinct 1",5
Midland County Clerk (REP),Ann Manary,REP,"Geneva Township, Precinct 1",164
Midland County Clerk (REP),Write-in,REP,"Geneva Township, Precinct 1",2
Midland County Clerk (REP),Ann Manary,REP,"Greendale Township, Precinct 1",204
Midland County Clerk (REP),Write-in,REP,"Greendale Township, Precinct 1",2
Midland County Clerk (REP),Ann Manary,REP,"Homer Township, Precinct 1",132
Midland County Clerk (REP),Write-in,REP,"Homer Township, Precinct 1",0
Midland County Clerk (REP),Ann Manary,REP,"Homer Township, Precinct 2",124
Midland County Clerk (REP),Write-in,REP,"Homer Township, Precinct 2",0
Midland County Clerk (REP),Ann Manary,REP,"Homer Township, Precinct 3",163
Midland County Clerk (REP),Write-in,REP,"Homer Township, Precinct 3",1
Midland County Clerk (REP),Ann Manary,REP,"Hope Township, Precinct 1",251
Midland County Clerk (REP),Write-in,REP,"Hope Township, Precinct 1",1
Midland County Clerk (REP),Ann Manary,REP,"Ingersoll Township, Precinct 1",162
Midland County Clerk (REP),Write-in,REP,"Ingersoll Township, Precinct 1",1
Midland County Clerk (REP),Ann Manary,REP,"Ingersoll Township, Precinct 2",113
Midland County Clerk (REP),Write-in,REP,"Ingersoll Township, Precinct 2",1
Midland County Clerk (REP),Ann Manary,REP,"Jasper Township, Precinct 1",193
Midland County Clerk (REP),Write-in,REP,"Jasper Township, Precinct 1",1
Midland County Clerk (REP),Ann Manary,REP,"Jerome Township, Precinct 1",308
Midland County Clerk (REP),Write-in,REP,"Jerome Township, Precinct 1",0
Midland County Clerk (REP),Ann Manary,REP,"Jerome Township, Precinct 2",315
Midland County Clerk (REP),Write-in,REP,"Jerome Township, Precinct 2",4
Midland County Clerk (REP),Ann Manary,REP,"Larkin Township, Precinct 1",261
Midland County Clerk (REP),Write-in,REP,"Larkin Township, Precinct 1",2
Midland County Clerk (REP),Ann Manary,REP,"Larkin Township, Precinct 2",229
Midland County Clerk (REP),Write-in,REP,"Larkin Township, Precinct 2",2
Midland County Clerk (REP),Ann Manary,REP,"Larkin Township, Precinct 3",185
Midland County Clerk (REP),Write-in,REP,"Larkin Township, Precinct 3",0
Midland County Clerk (REP),Ann Manary,REP,"Lee Township, Precinct 1",177
Midland County Clerk (REP),Write-in,REP,"Lee Township, Precinct 1",2
Midland County Clerk (REP),Ann Manary,REP,"Lee Township, Precinct 2",190
Midland County Clerk (REP),Write-in,REP,"Lee Township, Precinct 2",3
Midland County Clerk (REP),Ann Manary,REP,"Lincoln Township, Precinct 1",371
Midland County Clerk (REP),Write-in,REP,"Lincoln Township, Precinct 1",4
Midland County Clerk (REP),Ann Manary,REP,"Midland Township, Precinct 1",226
Midland County Clerk (REP),Write-in,REP,"Midland Township, Precinct 1",2
Midland County Clerk (REP),Ann Manary,REP,"Mills Township, Precinct 1",230
Midland County Clerk (REP),Write-in,REP,"Mills Township, Precinct 1",1
Midland County Clerk (REP),Ann Manary,REP,"Mt. Haley Township, Precinct 1",156
Midland County Clerk (REP),Write-in,REP,"Mt. Haley Township, Precinct 1",2
Midland County Clerk (REP),Ann Manary,REP,"Porter Township, Precinct 1",152
Midland County Clerk (REP),Write-in,REP,"Porter Township, Precinct 1",0
Midland County Clerk (REP),Ann Manary,REP,"Warren Township, Precinct 1",286
Midland County Clerk (REP),Write-in,REP,"Warren Township, Precinct 1",1
Bay County Clerk (REP),Write-in,REP,"City of Midland, Precinct 2B",3
Midland County Treasurer (REP),Cathy Lunsford,REP,"City of Coleman, Precinct 1",100
Midland County Treasurer (REP),Write-in,REP,"City of Coleman, Precinct 1",1
Midland County Treasurer (REP),Cathy Lunsford,REP,"City of Midland, Precinct 1",271
Midland County Treasurer (REP),Write-in,REP,"City of Midland, Precinct 1",1
Midland County Treasurer (REP),Cathy Lunsford,REP,"City of Midland, Precinct 2A",227
Midland County Treasurer (REP),Write-in,REP,"City of Midland, Precinct 2A",1
Midland County Treasurer (REP),Cathy Lunsford,REP,"City of Midland, Precinct 3",247
Midland County Treasurer (REP),Write-in,REP,"City of Midland, Precinct 3",3
Midland County Treasurer (REP),Cathy Lunsford,REP,"City of Midland, Precinct 4",314
Midland County Treasurer (REP),Write-in,REP,"City of Midland, Precinct 4",0
Midland County Treasurer (REP),Cathy Lunsford,REP,"City of Midland, Precinct 5",368
Midland County Treasurer (REP),Write-in,REP,"City of Midland, Precinct 5",0
Midland County Treasurer (REP),Cathy Lunsford,REP,"City of Midland, Precinct 6",398
Midland County Treasurer (REP),Write-in,REP,"City of Midland, Precinct 6",0
Midland County Treasurer (REP),Cathy Lunsford,REP,"City of Midland, Precinct 7",384
Midland County Treasurer (REP),Write-in,REP,"City of Midland, Precinct 7",1
Midland County Treasurer (REP),Cathy Lunsford,REP,"City of Midland, Precinct 8",413
Midland County Treasurer (REP),Write-in,REP,"City of Midland, Precinct 8",0
Midland County Treasurer (REP),Cathy Lunsford,REP,"City of Midland, Precinct 9",290
Midland County Treasurer (REP),Write-in,REP,"City of Midland, Precinct 9",1
Midland County Treasurer (REP),Cathy Lunsford,REP,"City of Midland, Precinct 10",411
Midland County Treasurer (REP),Write-in,REP,"City of Midland, Precinct 10",1
Midland County Treasurer (REP),Cathy Lunsford,REP,"Edenville Township, Precinct 1",534
Midland County Treasurer (REP),Write-in,REP,"Edenville Township, Precinct 1",1
Midland County Treasurer (REP),Cathy Lunsford,REP,"Geneva Township, Precinct 1",157
Midland County Treasurer (REP),Write-in,REP,"Geneva Township, Precinct 1",2
Midland County Treasurer (REP),Cathy Lunsford,REP,"Greendale Township, Precinct 1",199
Midland County Treasurer (REP),Write-in,REP,"Greendale Township, Precinct 1",3
Midland County Treasurer (REP),Cathy Lunsford,REP,"Homer Township, Precinct 1",128
Midland County Treasurer (REP),Write-in,REP,"Homer Township, Precinct 1",0
Midland County Treasurer (REP),Cathy Lunsford,REP,"Homer Township, Precinct 2",130
Midland County Treasurer (REP),Write-in,REP,"Homer Township, Precinct 2",0
Midland County Treasurer (REP),Cathy Lunsford,REP,"Homer Township, Precinct 3",164
Midland County Treasurer (REP),Write-in,REP,"Homer Township, Precinct 3",1
Midland County Treasurer (REP),Cathy Lunsford,REP,"Hope Township, Precinct 1",244
Midland County Treasurer (REP),Write-in,REP,"Hope Township, Precinct 1",1
Midland County Treasurer (REP),Cathy Lunsford,REP,"Ingersoll Township, Precinct 1",161
Midland County Treasurer (REP),Write-in,REP,"Ingersoll Township, Precinct 1",1
Midland County Treasurer (REP),Cathy Lunsford,REP,"Ingersoll Township, Precinct 2",109
Midland County Treasurer (REP),Write-in,REP,"Ingersoll Township, Precinct 2",1
Midland County Treasurer (REP),Cathy Lunsford,REP,"Jasper Township, Precinct 1",195
Midland County Treasurer (REP),Write-in,REP,"Jasper Township, Precinct 1",1
Midland County Treasurer (REP),Cathy Lunsford,REP,"Jerome Township, Precinct 1",307
Midland County Treasurer (REP),Write-in,REP,"Jerome Township, Precinct 1",1
Midland County Treasurer (REP),Cathy Lunsford,REP,"Jerome Township, Precinct 2",304
Midland County Treasurer (REP),Write-in,REP,"Jerome Township, Precinct 2",5
Midland County Treasurer (REP),Cathy Lunsford,REP,"Larkin Township, Precinct 1",263
Midland County Treasurer (REP),Write-in,REP,"Larkin Township, Precinct 1",1
Midland County Treasurer (REP),Cathy Lunsford,REP,"Larkin Township, Precinct 2",226
Midland County Treasurer (REP),Write-in,REP,"Larkin Township, Precinct 2",2
Midland County Treasurer (REP),Cathy Lunsford,REP,"Larkin Township, Precinct 3",180
Midland County Treasurer (REP),Write-in,REP,"Larkin Township, Precinct 3",0
Midland County Treasurer (REP),Cathy Lunsford,REP,"Lee Township, Precinct 1",177
Midland County Treasurer (REP),Write-in,REP,"Lee Township, Precinct 1",1
Midland County Treasurer (REP),Cathy Lunsford,REP,"Lee Township, Precinct 2",187
Midland County Treasurer (REP),Write-in,REP,"Lee Township, Precinct 2",2
Midland County Treasurer (REP),Cathy Lunsford,REP,"Lincoln Township, Precinct 1",356
Midland County Treasurer (REP),Write-in,REP,"Lincoln Township, Precinct 1",2
Midland County Treasurer (REP),Cathy Lunsford,REP,"Midland Township, Precinct 1",223
Midland County Treasurer (REP),Write-in,REP,"Midland Township, Precinct 1",2
Midland County Treasurer (REP),Cathy Lunsford,REP,"Mills Township, Precinct 1",229
Midland County Treasurer (REP),Write-in,REP,"Mills Township, Precinct 1",2
Midland County Treasurer (REP),Cathy Lunsford,REP,"Mt. Haley Township, Precinct 1",150
Midland County Treasurer (REP),Write-in,REP,"Mt. Haley Township, Precinct 1",1
Midland County Treasurer (REP),Cathy Lunsford,REP,"Porter Township, Precinct 1",145
Midland County Treasurer (REP),Write-in,REP,"Porter Township, Precinct 1",0
Midland County Treasurer (REP),Cathy Lunsford,REP,"Warren Township, Precinct 1",272
Midland County Treasurer (REP),Write-in,REP,"Warren Township, Precinct 1",3
Bay County Treasurer (REP),Write-in,REP,"City of Midland, Precinct 2B",3
Midland County Register of Deeds (REP),Jenny Anway,REP,"City of Coleman, Precinct 1",98
Midland County Register of Deeds (REP),Write-in,REP,"City of Coleman, Precinct 1",1
Midland County Register of Deeds (REP),Jenny Anway,REP,"City of Midland, Precinct 1",266
Midland County Register of Deeds (REP),Write-in,REP,"City of Midland, Precinct 1",1
Midland County Register of Deeds (REP),Jenny Anway,REP,"City of Midland, Precinct 2A",230
Midland County Register of Deeds (REP),Write-in,REP,"City of Midland, Precinct 2A",0
Midland County Register of Deeds (REP),Jenny Anway,REP,"City of Midland, Precinct 3",246
Midland County Register of Deeds (REP),Write-in,REP,"City of Midland, Precinct 3",2
Midland County Register of Deeds (REP),Jenny Anway,REP,"City of Midland, Precinct 4",314
Midland County Register of Deeds (REP),Write-in,REP,"City of Midland, Precinct 4",0
Midland County Register of Deeds (REP),Jenny Anway,REP,"City of Midland, Precinct 5",361
Midland County Register of Deeds (REP),Write-in,REP,"City of Midland, Precinct 5",0
Midland County Register of Deeds (REP),Jenny Anway,REP,"City of Midland, Precinct 6",392
Midland County Register of Deeds (REP),Write-in,REP,"City of Midland, Precinct 6",0
Midland County Register of Deeds (REP),Jenny Anway,REP,"City of Midland, Precinct 7",379
Midland County Register of Deeds (REP),Write-in,REP,"City of Midland, Precinct 7",1
Midland County Register of Deeds (REP),Jenny Anway,REP,"City of Midland, Precinct 8",408
Midland County Register of Deeds (REP),Write-in,REP,"City of Midland, Precinct 8",0
Midland County Register of Deeds (REP),Jenny Anway,REP,"City of Midland, Precinct 9",291
Midland County Register of Deeds (REP),Write-in,REP,"City of Midland, Precinct 9",0
Midland County Register of Deeds (REP),Jenny Anway,REP,"City of Midland, Precinct 10",405
Midland County Register of Deeds (REP),Write-in,REP,"City of Midland, Precinct 10",1
Midland County Register of Deeds (REP),Jenny Anway,REP,"Edenville Township, Precinct 1",525
Midland County Register of Deeds (REP),Write-in,REP,"Edenville Township, Precinct 1",3
Midland County Register of Deeds (REP),Jenny Anway,REP,"Geneva Township, Precinct 1",157
Midland County Register of Deeds (REP),Write-in,REP,"Geneva Township, Precinct 1",0
Midland County Register of Deeds (REP),Jenny Anway,REP,"Greendale Township, Precinct 1",196
Midland County Register of Deeds (REP),Write-in,REP,"Greendale Township, Precinct 1",1
Midland County Register of Deeds (REP),Jenny Anway,REP,"Homer Township, Precinct 1",124
Midland County Register of Deeds (REP),Write-in,REP,"Homer Township, Precinct 1",0
Midland County Register of Deeds (REP),Jenny Anway,REP,"Homer Township, Precinct 2",126
Midland County Register of Deeds (REP),Write-in,REP,"Homer Township, Precinct 2",0
Midland County Register of Deeds (REP),Jenny Anway,REP,"Homer Township, Precinct 3",158
Midland County Register of Deeds (REP),Write-in,REP,"Homer Township, Precinct 3",1
Midland County Register of Deeds (REP),Jenny Anway,REP,"Hope Township, Precinct 1",239
Midland County Register of Deeds (REP),Write-in,REP,"Hope Township, Precinct 1",1
Midland County Register of Deeds (REP),Jenny Anway,REP,"Ingersoll Township, Precinct 1",159
Midland County Register of Deeds (REP),Write-in,REP,"Ingersoll Township, Precinct 1",1
Midland County Register of Deeds (REP),Jenny Anway,REP,"Ingersoll Township, Precinct 2",112
Midland County Register of Deeds (REP),Write-in,REP,"Ingersoll Township, Precinct 2",0
Midland County Register of Deeds (REP),Jenny Anway,REP,"Jasper Township, Precinct 1",195
Midland County Register of Deeds (REP),Write-in,REP,"Jasper Township, Precinct 1",2
Midland County Register of Deeds (REP),Jenny Anway,REP,"Jerome Township, Precinct 1",304
Midland County Register of Deeds (REP),Write-in,REP,"Jerome Township, Precinct 1",1
Midland County Register of Deeds (REP),Jenny Anway,REP,"Jerome Township, Precinct 2",306
Midland County Register of Deeds (REP),Write-in,REP,"Jerome Township, Precinct 2",2
Midland County Register of Deeds (REP),Jenny Anway,REP,"Larkin Township, Precinct 1",258
Midland County Register of Deeds (REP),Write-in,REP,"Larkin Township, Precinct 1",1
Midland County Register of Deeds (REP),Jenny Anway,REP,"Larkin Township, Precinct 2",224
Midland County Register of Deeds (REP),Write-in,REP,"Larkin Township, Precinct 2",1
Midland County Register of Deeds (REP),Jenny Anway,REP,"Larkin Township, Precinct 3",174
Midland County Register of Deeds (REP),Write-in,REP,"Larkin Township, Precinct 3",0
Midland County Register of Deeds (REP),Jenny Anway,REP,"Lee Township, Precinct 1",177
Midland County Register of Deeds (REP),Write-in,REP,"Lee Township, Precinct 1",0
Midland County Register of Deeds (REP),Jenny Anway,REP,"Lee Township, Precinct 2",189
Midland County Register of Deeds (REP),Write-in,REP,"Lee Township, Precinct 2",2
Midland County Register of Deeds (REP),Jenny Anway,REP,"Lincoln Township, Precinct 1",348
Midland County Register of Deeds (REP),Write-in,REP,"Lincoln Township, Precinct 1",3
Midland County Register of Deeds (REP),Jenny Anway,REP,"Midland Township, Precinct 1",223
Midland County Register of Deeds (REP),Write-in,REP,"Midland Township, Precinct 1",1
Midland County Register of Deeds (REP),Jenny Anway,REP,"Mills Township, Precinct 1",223
Midland County Register of Deeds (REP),Write-in,REP,"Mills Township, Precinct 1",1
Midland County Register of Deeds (REP),Jenny Anway,REP,"Mt. Haley Township, Precinct 1",148
Midland County Register of Deeds (REP),Write-in,REP,"Mt. Haley Township, Precinct 1",1
Midland County Register of Deeds (REP),Jenny Anway,REP,"Porter Township, Precinct 1",144
Midland County Register of Deeds (REP),Write-in,REP,"Porter Township, Precinct 1",0
Midland County Register of Deeds (REP),Jenny Anway,REP,"Warren Township, Precinct 1",275
Midland County Register of Deeds (REP),Write-in,REP,"Warren Township, Precinct 1",1
Bay County Register of Deeds (REP),Write-in,REP,"City of Midland, Precinct 2B",2
Bay County Road Commissioner (REP),Bill Schumacher,REP,"City of Midland, Precinct 2B",9
Bay County Road Commissioner (REP),Write-in,REP,"City of Midland, Precinct 2B",0
Midland County Drain Commissioner (REP),Tom McCann,REP,"City of Coleman, Precinct 1",49
Midland County Drain Commissioner (REP),Joe Sova,REP,"City of Coleman, Precinct 1",51
Midland County Drain Commissioner (REP),Write-in,REP,"City of Coleman, Precinct 1",1
Midland County Drain Commissioner (REP),Tom McCann,REP,"City of Midland, Precinct 1",106
Midland County Drain Commissioner (REP),Joe Sova,REP,"City of Midland, Precinct 1",171
Midland County Drain Commissioner (REP),Write-in,REP,"City of Midland, Precinct 1",1
Midland County Drain Commissioner (REP),Tom McCann,REP,"City of Midland, Precinct 2A",87
Midland County Drain Commissioner (REP),Joe Sova,REP,"City of Midland, Precinct 2A",135
Midland County Drain Commissioner (REP),Write-in,REP,"City of Midland, Precinct 2A",0
Midland County Drain Commissioner (REP),Tom McCann,REP,"City of Midland, Precinct 3",74
Midland County Drain Commissioner (REP),Joe Sova,REP,"City of Midland, Precinct 3",192
Midland County Drain Commissioner (REP),Write-in,REP,"City of Midland, Precinct 3",1
Midland County Drain Commissioner (REP),Tom McCann,REP,"City of Midland, Precinct 4",101
Midland County Drain Commissioner (REP),Joe Sova,REP,"City of Midland, Precinct 4",229
Midland County Drain Commissioner (REP),Write-in,REP,"City of Midland, Precinct 4",0
Midland County Drain Commissioner (REP),Tom McCann,REP,"City of Midland, Precinct 5",93
Midland County Drain Commissioner (REP),Joe Sova,REP,"City of Midland, Precinct 5",294
Midland County Drain Commissioner (REP),Write-in,REP,"City of Midland, Precinct 5",0
Midland County Drain Commissioner (REP),Tom McCann,REP,"City of Midland, Precinct 6",140
Midland County Drain Commissioner (REP),Joe Sova,REP,"City of Midland, Precinct 6",277
Midland County Drain Commissioner (REP),Write-in,REP,"City of Midland, Precinct 6",1
Midland County Drain Commissioner (REP),Tom McCann,REP,"City of Midland, Precinct 7",150
Midland County Drain Commissioner (REP),Joe Sova,REP,"City of Midland, Precinct 7",239
Midland County Drain Commissioner (REP),Write-in,REP,"City of Midland, Precinct 7",1
Midland County Drain Commissioner (REP),Tom McCann,REP,"City of Midland, Precinct 8",135
Midland County Drain Commissioner (REP),Joe Sova,REP,"City of Midland, Precinct 8",277
Midland County Drain Commissioner (REP),Write-in,REP,"City of Midland, Precinct 8",3
Midland County Drain Commissioner (REP),Tom McCann,REP,"City of Midland, Precinct 9",112
Midland County Drain Commissioner (REP),Joe Sova,REP,"City of Midland, Precinct 9",203
Midland County Drain Commissioner (REP),Write-in,REP,"City of Midland, Precinct 9",0
Midland County Drain Commissioner (REP),Tom McCann,REP,"City of Midland, Precinct 10",126
Midland County Drain Commissioner (REP),Joe Sova,REP,"City of Midland, Precinct 10",305
Midland County Drain Commissioner (REP),Write-in,REP,"City of Midland, Precinct 10",1
Midland County Drain Commissioner (REP),Tom McCann,REP,"Edenville Township, Precinct 1",196
Midland County Drain Commissioner (REP),Joe Sova,REP,"Edenville Township, Precinct 1",370
Midland County Drain Commissioner (REP),Write-in,REP,"Edenville Township, Precinct 1",0
Midland County Drain Commissioner (REP),Tom McCann,REP,"Geneva Township, Precinct 1",62
Midland County Drain Commissioner (REP),Joe Sova,REP,"Geneva Township, Precinct 1",104
Midland County Drain Commissioner (REP),Write-in,REP,"Geneva Township, Precinct 1",0
Midland County Drain Commissioner (REP),Tom McCann,REP,"Greendale Township, Precinct 1",107
Midland County Drain Commissioner (REP),Joe Sova,REP,"Greendale Township, Precinct 1",113
Midland County Drain Commissioner (REP),Write-in,REP,"Greendale Township, Precinct 1",1
Midland County Drain Commissioner (REP),Tom McCann,REP,"Homer Township, Precinct 1",55
Midland County Drain Commissioner (REP),Joe Sova,REP,"Homer Township, Precinct 1",75
Midland County Drain Commissioner (REP),Write-in,REP,"Homer Township, Precinct 1",0
Midland County Drain Commissioner (REP),Tom McCann,REP,"Homer Township, Precinct 2",51
Midland County Drain Commissioner (REP),Joe Sova,REP,"Homer Township, Precinct 2",84
Midland County Drain Commissioner (REP),Write-in,REP,"Homer Township, Precinct 2",0
Midland County Drain Commissioner (REP),Tom McCann,REP,"Homer Township, Precinct 3",59
